order_id,promised_date,delivered_date,delivery_status
5785,2025-11-12,2025-11-14,Delayed
5786,2024-07-13,2024-07-13,On-Time
5787,2024-12-26,2024-12-26,On-Time
5788,2024-12-17,2024-12-17,On-Time
5789,2026-01-02,2026-01-03,Delayed
5790,2024-06-15,2024-06-15,On-Time
5791,2025-12-22,2025-12-24,Delayed
5792,2022-12-22,2022-12-22,On-Time
5793,2024-12-10,2024-12-10,On-Time
5794,2024-10-28,2024-10-28,On-Time
5795,2025-12-31,2026-01-01,Delayed
5796,2024-05-14,2024-05-16,Delayed
5797,2023-10-30,2023-10-30,On-Time
5798,2025-11-28,2025-11-30,Delayed
5799,2022-10-22,2022-10-22,On-Time
5800,2025-12-12,2025-12-13,Delayed
5801,2023-01-20,2023-01-21,Delayed
5802,2022-11-06,2022-11-08,Delayed
5803,2023-05-26,2023-05-27,Delayed
5804,2024-05-28,2024-05-28,On-Time
5805,2023-04-25,2023-04-27,Delayed
5806,2022-10-09,2022-10-10,Delayed
5807,2024-01-15,2024-01-17,Delayed
5808,2025-01-02,2025-01-03,Delayed
5809,2024-02-07,2024-02-08,Delayed
5810,2023-08-19,2023-08-19,On-Time
5811,2022-12-19,2022-12-20,Delayed
5812,2025-07-10,2025-07-10,On-Time
5813,2023-02-17,2023-02-19,Delayed
5814,2024-11-28,2024-11-29,Delayed
5815,2025-12-13,2025-12-15,Delayed
5816,2024-05-11,2024-05-12,Delayed
5817,2023-03-21,2023-03-21,On-Time
5818,2022-09-25,2022-09-26,Delayed
5819,2024-09-16,2024-09-16,On-Time
5820,2023-08-15,2023-08-15,On-Time
5821,2022-12-08,2022-12-09,Delayed
5822,2023-09-23,2023-09-23,On-Time
5823,2023-10-22,2023-10-23,Delayed
5824,2023-09-09,2023-09-10,Delayed
5825,2025-08-26,2025-08-27,Delayed
5826,2025-08-09,2025-08-09,On-Time
5827,2024-06-28,2024-06-29,Delayed
5828,2024-03-01,2024-03-02,Delayed
5829,2024-06-28,2024-06-30,Delayed
5830,2025-07-16,2025-07-17,Delayed
5831,2023-10-25,2023-10-25,On-Time
5832,2024-07-14,2024-07-16,Delayed
5833,2025-04-24,2025-04-25,Delayed
5834,2022-07-25,2022-07-26,Delayed
5835,2022-12-26,2022-12-28,Delayed
5836,2023-03-02,2023-03-03,Delayed
5837,2023-01-16,2023-01-18,Delayed
5838,2024-04-23,2024-04-24,Delayed
5839,2023-06-16,2023-06-16,On-Time
5840,2023-11-17,2023-11-17,On-Time
5841,2025-11-18,2025-11-18,On-Time
5842,2023-10-29,2023-10-30,Delayed
5843,2024-05-29,2024-05-29,On-Time
5844,2024-10-17,2024-10-17,On-Time
5845,2024-02-02,2024-02-03,Delayed
5846,2022-12-22,2022-12-23,Delayed
5847,2022-09-13,2022-09-14,Delayed
5848,2023-03-09,2023-03-10,Delayed
5849,2025-04-15,2025-04-15,On-Time
5850,2022-01-17,2022-01-18,Delayed
5851,2023-10-10,2023-10-10,On-Time
5852,2025-06-22,2025-06-23,Delayed
5853,2023-10-06,2023-10-07,Delayed
5854,2022-06-19,2022-06-21,Delayed
5855,2022-04-12,2022-04-12,On-Time
5856,2022-03-02,2022-03-02,On-Time
5857,2024-12-20,2024-12-20,On-Time
5858,2025-09-15,2025-09-16,Delayed
5859,2024-10-22,2024-10-23,Delayed
5860,2024-10-17,2024-10-18,Delayed
5861,2023-08-08,2023-08-09,Delayed
5862,2023-02-26,2023-02-28,Delayed
5863,2024-02-21,2024-02-21,On-Time
5864,2023-10-14,2023-10-15,Delayed
5865,2022-11-24,2022-11-24,On-Time
5866,2025-10-17,2025-10-18,Delayed
5867,2024-11-25,2024-11-26,Delayed
5868,2022-12-01,2022-12-02,Delayed
5869,2023-04-09,2023-04-09,On-Time
5870,2025-10-13,2025-10-15,Delayed
5871,2024-05-15,2024-05-16,Delayed
5872,2025-05-06,2025-05-07,Delayed
5873,2022-03-19,2022-03-19,On-Time
5874,2022-03-14,2022-03-14,On-Time
5875,2025-09-24,2025-09-25,Delayed
5876,2023-09-11,2023-09-11,On-Time
5877,2023-09-25,2023-09-25,On-Time
5878,2025-09-05,2025-09-05,On-Time
5879,2024-11-20,2024-11-22,Delayed
5880,2024-05-30,2024-06-01,Delayed
5881,2023-09-30,2023-09-30,On-Time
5882,2025-06-12,2025-06-13,Delayed
5883,2023-05-10,2023-05-11,Delayed
5884,2025-02-10,2025-02-12,Delayed
5885,2024-12-19,2024-12-21,Delayed
5886,2025-11-18,2025-11-19,Delayed
5887,2024-10-29,2024-10-30,Delayed
5888,2025-12-21,2025-12-23,Delayed
5889,2023-08-14,2023-08-16,Delayed
5890,2024-06-18,2024-06-18,On-Time
5891,2025-10-23,2025-10-25,Delayed
5892,2025-07-07,2025-07-07,On-Time
5893,2023-10-18,2023-10-18,On-Time
5894,2022-03-20,2022-03-22,Delayed
5895,2025-09-26,2025-09-27,Delayed
5896,2025-11-06,2025-11-07,Delayed
5897,2024-12-07,2024-12-08,Delayed
5898,2023-12-12,2023-12-13,Delayed
5899,2025-07-27,2025-07-27,On-Time
5900,2025-12-10,2025-12-11,Delayed
5901,2024-05-05,2024-05-05,On-Time
5902,2025-04-16,2025-04-18,Delayed
5903,2025-11-05,2025-11-07,Delayed
5904,2024-08-21,2024-08-23,Delayed
5905,2024-10-23,2024-10-25,Delayed
5906,2022-07-20,2022-07-20,On-Time
5907,2023-04-24,2023-04-25,Delayed
5908,2025-04-06,2025-04-06,On-Time
5909,2023-11-09,2023-11-09,On-Time
5910,2022-11-15,2022-11-15,On-Time
5911,2024-11-16,2024-11-16,On-Time
5912,2023-03-05,2023-03-06,Delayed
5913,2024-08-14,2024-08-16,Delayed
5914,2025-03-26,2025-03-28,Delayed
5915,2024-03-30,2024-03-30,On-Time
5916,2022-02-10,2022-02-10,On-Time
5917,2023-05-08,2023-05-10,Delayed
5918,2024-09-08,2024-09-08,On-Time
5919,2022-10-25,2022-10-25,On-Time
5920,2025-01-12,2025-01-13,Delayed
5921,2022-11-14,2022-11-16,Delayed
5922,2022-08-29,2022-08-29,On-Time
5923,2025-12-23,2025-12-23,On-Time
5924,2023-09-13,2023-09-14,Delayed
5925,2024-08-15,2024-08-16,Delayed
5926,2025-12-29,2025-12-29,On-Time
5927,2024-07-01,2024-07-02,Delayed
5928,2024-10-20,2024-10-20,On-Time
5929,2024-08-13,2024-08-15,Delayed
5930,2025-05-20,2025-05-22,Delayed
5931,2023-05-14,2023-05-15,Delayed
5932,2022-11-21,2022-11-22,Delayed
5933,2023-02-23,2023-02-25,Delayed
5934,2025-01-31,2025-01-31,On-Time
5935,2024-07-13,2024-07-14,Delayed
5936,2024-10-08,2024-10-08,On-Time
5937,2025-06-13,2025-06-13,On-Time
5938,2024-06-17,2024-06-18,Delayed
5939,2022-12-29,2022-12-30,Delayed
5940,2025-04-03,2025-04-05,Delayed
5941,2024-04-20,2024-04-21,Delayed
5942,2022-08-27,2022-08-28,Delayed
5943,2022-05-19,2022-05-20,Delayed
5944,2022-05-14,2022-05-14,On-Time
5945,2024-01-10,2024-01-10,On-Time
5946,2022-11-11,2022-11-11,On-Time
5947,2023-07-06,2023-07-06,On-Time
5948,2025-09-14,2025-09-15,Delayed
5949,2025-06-04,2025-06-05,Delayed
5950,2022-04-08,2022-04-09,Delayed
5951,2024-10-08,2024-10-08,On-Time
5952,2022-08-01,2022-08-02,Delayed
5953,2023-08-10,2023-08-10,On-Time
5954,2022-11-14,2022-11-15,Delayed
5955,2022-07-25,2022-07-26,Delayed
5956,2024-04-30,2024-05-02,Delayed
5957,2024-11-16,2024-11-17,Delayed
5958,2023-12-07,2023-12-07,On-Time
5959,2022-10-26,2022-10-26,On-Time
5960,2024-12-26,2024-12-26,On-Time
5961,2025-11-30,2025-11-30,On-Time
5962,2025-10-24,2025-10-25,Delayed
5963,2024-10-09,2024-10-10,Delayed
5964,2022-03-29,2022-03-30,Delayed
5965,2023-11-03,2023-11-04,Delayed
5966,2023-12-27,2023-12-27,On-Time
5967,2024-09-21,2024-09-22,Delayed
5968,2024-12-14,2024-12-14,On-Time
5969,2022-10-14,2022-10-14,On-Time
5970,2022-12-12,2022-12-14,Delayed
5971,2023-10-19,2023-10-19,On-Time
5972,2022-09-01,2022-09-01,On-Time
5973,2025-12-09,2025-12-10,Delayed
5974,2025-11-25,2025-11-25,On-Time
5975,2024-11-16,2024-11-16,On-Time
5976,2025-10-18,2025-10-19,Delayed
5977,2024-09-14,2024-09-15,Delayed
5978,2024-01-25,2024-01-26,Delayed
5979,2022-09-13,2022-09-14,Delayed
5980,2025-09-03,2025-09-04,Delayed
5981,2025-03-10,2025-03-10,On-Time
5982,2024-06-24,2024-06-24,On-Time
5983,2022-09-26,2022-09-27,Delayed
5984,2023-11-28,2023-11-30,Delayed
5985,2023-05-02,2023-05-04,Delayed
5986,2025-09-22,2025-09-22,On-Time
5987,2024-10-26,2024-10-28,Delayed
5988,2024-10-16,2024-10-17,Delayed
5989,2025-02-25,2025-02-27,Delayed
5990,2022-10-08,2022-10-09,Delayed
5991,2022-08-24,2022-08-25,Delayed
5992,2024-09-21,2024-09-21,On-Time
5993,2022-12-18,2022-12-18,On-Time
5994,2023-11-10,2023-11-10,On-Time
5995,2024-12-28,2024-12-29,Delayed
5996,2024-11-25,2024-11-25,On-Time
5997,2024-05-31,2024-05-31,On-Time
5998,2024-06-30,2024-06-30,On-Time
5999,2025-03-08,2025-03-10,Delayed
6000,2023-02-13,2023-02-14,Delayed
6001,2025-10-08,2025-10-08,On-Time
6002,2022-02-10,2022-02-11,Delayed
6003,2022-10-29,2022-10-30,Delayed
6004,2025-02-15,2025-02-15,On-Time
6005,2022-11-10,2022-11-12,Delayed
6006,2025-08-31,2025-09-01,Delayed
6007,2025-10-07,2025-10-09,Delayed
6008,2024-06-23,2024-06-24,Delayed
6009,2025-12-19,2025-12-21,Delayed
6010,2023-09-22,2023-09-22,On-Time
6011,2025-09-21,2025-09-22,Delayed
6012,2022-11-12,2022-11-12,On-Time
6013,2024-12-22,2024-12-22,On-Time
6014,2023-08-01,2023-08-02,Delayed
6015,2023-08-28,2023-08-28,On-Time
6016,2024-04-14,2024-04-15,Delayed
6017,2024-03-15,2024-03-15,On-Time
6018,2025-06-25,2025-06-26,Delayed
6019,2025-06-28,2025-06-29,Delayed
6020,2025-01-31,2025-01-31,On-Time
6021,2022-10-21,2022-10-23,Delayed
6022,2023-11-01,2023-11-02,Delayed
6023,2024-11-19,2024-11-20,Delayed
6024,2022-07-10,2022-07-10,On-Time
6025,2022-11-23,2022-11-23,On-Time
6026,2022-12-28,2022-12-30,Delayed
6027,2022-08-26,2022-08-26,On-Time
6028,2023-12-24,2023-12-24,On-Time
6029,2023-05-03,2023-05-03,On-Time
6030,2023-02-17,2023-02-17,On-Time
6031,2022-12-29,2022-12-30,Delayed
6032,2023-05-02,2023-05-03,Delayed
6033,2025-11-20,2025-11-20,On-Time
6034,2025-09-25,2025-09-25,On-Time
6035,2024-12-28,2024-12-29,Delayed
6036,2022-11-02,2022-11-03,Delayed
6037,2024-12-04,2024-12-05,Delayed
6038,2025-04-08,2025-04-10,Delayed
6039,2023-08-19,2023-08-20,Delayed
6040,2025-07-05,2025-07-06,Delayed
6041,2023-02-23,2023-02-23,On-Time
6042,2023-09-02,2023-09-04,Delayed
6043,2025-02-06,2025-02-07,Delayed
6044,2024-11-16,2024-11-17,Delayed
6045,2023-06-26,2023-06-27,Delayed
6046,2024-08-11,2024-08-12,Delayed
6047,2022-04-18,2022-04-18,On-Time
6048,2024-02-01,2024-02-03,Delayed
6049,2022-07-30,2022-07-30,On-Time
6050,2023-12-24,2023-12-24,On-Time
6051,2022-12-31,2023-01-02,Delayed
6052,2025-06-24,2025-06-24,On-Time
6053,2022-08-15,2022-08-16,Delayed
6054,2024-05-10,2024-05-11,Delayed
6055,2022-06-13,2022-06-13,On-Time
6056,2024-01-28,2024-01-29,Delayed
6057,2024-07-01,2024-07-02,Delayed
6058,2022-06-25,2022-06-27,Delayed
6059,2024-02-12,2024-02-13,Delayed
6060,2023-01-18,2023-01-18,On-Time
6061,2022-09-30,2022-10-01,Delayed
6062,2024-12-08,2024-12-09,Delayed
6063,2023-12-25,2023-12-26,Delayed
6064,2025-07-12,2025-07-12,On-Time
6065,2025-11-27,2025-11-27,On-Time
6066,2022-12-30,2022-12-30,On-Time
6067,2022-03-25,2022-03-25,On-Time
6068,2022-09-19,2022-09-20,Delayed
6069,2023-03-31,2023-04-01,Delayed
6070,2025-05-19,2025-05-19,On-Time
6071,2024-10-25,2024-10-27,Delayed
6072,2024-04-28,2024-04-28,On-Time
6073,2025-11-08,2025-11-08,On-Time
6074,2024-12-21,2024-12-21,On-Time
6075,2025-12-17,2025-12-18,Delayed
6076,2022-11-23,2022-11-23,On-Time
6077,2022-10-25,2022-10-26,Delayed
6078,2025-10-30,2025-10-30,On-Time
6079,2023-11-10,2023-11-10,On-Time
6080,2025-02-14,2025-02-14,On-Time
6081,2024-10-11,2024-10-12,Delayed
6082,2025-11-23,2025-11-25,Delayed
6083,2022-05-28,2022-05-28,On-Time
6084,2022-10-24,2022-10-24,On-Time
6085,2023-09-12,2023-09-12,On-Time
6086,2023-11-23,2023-11-24,Delayed
6087,2022-12-08,2022-12-10,Delayed
6088,2022-11-22,2022-11-23,Delayed
6089,2024-04-16,2024-04-17,Delayed
6090,2022-05-02,2022-05-04,Delayed
6091,2024-04-27,2024-04-27,On-Time
6092,2024-03-18,2024-03-18,On-Time
6093,2023-01-15,2023-01-15,On-Time
6094,2023-10-12,2023-10-12,On-Time
6095,2024-09-02,2024-09-03,Delayed
6096,2025-03-30,2025-03-31,Delayed
6097,2025-10-08,2025-10-08,On-Time
6098,2022-09-23,2022-09-24,Delayed
6099,2022-12-28,2022-12-28,On-Time
6100,2023-01-27,2023-01-29,Delayed
6101,2023-06-22,2023-06-24,Delayed
6102,2025-11-11,2025-11-12,Delayed
6103,2025-07-08,2025-07-09,Delayed
6104,2023-10-11,2023-10-11,On-Time
6105,2025-06-11,2025-06-11,On-Time
6106,2022-11-14,2022-11-16,Delayed
6107,2022-10-22,2022-10-23,Delayed
6108,2023-12-15,2023-12-15,On-Time
6109,2022-10-19,2022-10-19,On-Time
6110,2022-10-30,2022-10-31,Delayed
6111,2023-06-11,2023-06-13,Delayed
6112,2024-12-09,2024-12-09,On-Time
6113,2025-07-06,2025-07-08,Delayed
6114,2022-10-11,2022-10-12,Delayed
6115,2023-10-05,2023-10-05,On-Time
6116,2023-10-05,2023-10-07,Delayed
6117,2022-02-09,2022-02-09,On-Time
6118,2025-12-25,2025-12-26,Delayed
6119,2025-11-23,2025-11-23,On-Time
6120,2025-12-27,2025-12-28,Delayed
6121,2023-07-20,2023-07-21,Delayed
6122,2022-11-20,2022-11-22,Delayed
6123,2025-02-13,2025-02-13,On-Time
6124,2023-06-27,2023-06-29,Delayed
6125,2022-11-28,2022-11-28,On-Time
6126,2025-09-07,2025-09-07,On-Time
6127,2023-12-25,2023-12-26,Delayed
6128,2022-07-15,2022-07-15,On-Time
6129,2024-08-15,2024-08-17,Delayed
6130,2024-10-11,2024-10-11,On-Time
6131,2023-10-30,2023-11-01,Delayed
6132,2023-03-23,2023-03-23,On-Time
6133,2022-06-15,2022-06-17,Delayed
6134,2024-07-26,2024-07-26,On-Time
6135,2025-10-23,2025-10-25,Delayed
6136,2024-09-22,2024-09-22,On-Time
6137,2023-11-25,2023-11-25,On-Time
6138,2022-07-19,2022-07-21,Delayed
6139,2025-07-13,2025-07-15,Delayed
6140,2025-04-10,2025-04-11,Delayed
6141,2025-01-19,2025-01-21,Delayed
6142,2024-08-15,2024-08-16,Delayed
6143,2025-10-24,2025-10-26,Delayed
6144,2023-04-15,2023-04-17,Delayed
6145,2022-04-20,2022-04-21,Delayed
6146,2023-11-27,2023-11-28,Delayed
6147,2025-12-27,2025-12-29,Delayed
6148,2023-10-11,2023-10-11,On-Time
6149,2025-10-26,2025-10-28,Delayed
6150,2024-06-26,2024-06-27,Delayed
6151,2024-12-01,2024-12-01,On-Time
6152,2024-07-18,2024-07-19,Delayed
6153,2025-05-26,2025-05-27,Delayed
6154,2025-01-30,2025-01-30,On-Time
6155,2023-01-08,2023-01-09,Delayed
6156,2022-08-14,2022-08-16,Delayed
6157,2024-11-28,2024-11-30,Delayed
6158,2023-06-01,2023-06-02,Delayed
6159,2024-08-21,2024-08-23,Delayed
6160,2022-06-25,2022-06-26,Delayed
6161,2024-12-10,2024-12-11,Delayed
6162,2024-07-16,2024-07-17,Delayed
6163,2023-03-20,2023-03-20,On-Time
6164,2024-12-28,2024-12-30,Delayed
6165,2022-07-27,2022-07-29,Delayed
6166,2024-04-10,2024-04-10,On-Time
6167,2025-08-04,2025-08-05,Delayed
6168,2023-08-01,2023-08-02,Delayed
6169,2022-08-08,2022-08-10,Delayed
6170,2025-07-09,2025-07-09,On-Time
6171,2023-04-23,2023-04-24,Delayed
6172,2022-12-02,2022-12-03,Delayed
6173,2025-04-07,2025-04-08,Delayed
6174,2023-08-08,2023-08-08,On-Time
6175,2024-04-03,2024-04-03,On-Time
6176,2023-07-31,2023-07-31,On-Time
6177,2022-04-19,2022-04-20,Delayed
6178,2025-09-12,2025-09-12,On-Time
6179,2024-03-31,2024-03-31,On-Time
6180,2025-09-18,2025-09-19,Delayed
6181,2025-10-07,2025-10-07,On-Time
6182,2024-10-21,2024-10-21,On-Time
6183,2024-06-21,2024-06-23,Delayed
6184,2024-08-25,2024-08-25,On-Time
6185,2022-10-07,2022-10-07,On-Time
6186,2022-07-02,2022-07-03,Delayed
6187,2022-01-11,2022-01-11,On-Time
6188,2025-05-12,2025-05-12,On-Time
6189,2025-04-28,2025-04-29,Delayed
6190,2023-10-17,2023-10-17,On-Time
6191,2023-02-08,2023-02-09,Delayed
6192,2024-11-01,2024-11-02,Delayed
6193,2023-04-09,2023-04-10,Delayed
6194,2024-05-30,2024-06-01,Delayed
6195,2024-12-13,2024-12-13,On-Time
6196,2023-07-23,2023-07-23,On-Time
6197,2024-10-29,2024-10-31,Delayed
6198,2022-08-16,2022-08-18,Delayed
6199,2024-01-27,2024-01-28,Delayed
6200,2024-03-19,2024-03-20,Delayed
6201,2023-12-13,2023-12-15,Delayed
6202,2022-07-02,2022-07-03,Delayed
6203,2022-12-17,2022-12-18,Delayed
6204,2022-10-28,2022-10-28,On-Time
6205,2022-06-22,2022-06-22,On-Time
6206,2023-05-15,2023-05-17,Delayed
6207,2022-11-01,2022-11-02,Delayed
6208,2025-03-02,2025-03-02,On-Time
6209,2022-03-14,2022-03-15,Delayed
6210,2023-09-11,2023-09-11,On-Time
6211,2022-11-25,2022-11-26,Delayed
6212,2023-12-19,2023-12-21,Delayed
6213,2025-12-24,2025-12-25,Delayed
6214,2022-10-18,2022-10-18,On-Time
6215,2025-09-09,2025-09-11,Delayed
6216,2022-09-28,2022-09-28,On-Time
6217,2023-08-22,2023-08-23,Delayed
6218,2024-10-18,2024-10-19,Delayed
6219,2023-08-27,2023-08-29,Delayed
6220,2022-02-15,2022-02-17,Delayed
6221,2025-12-22,2025-12-23,Delayed
6222,2023-04-23,2023-04-23,On-Time
6223,2024-07-09,2024-07-10,Delayed
6224,2025-08-20,2025-08-20,On-Time
6225,2024-07-09,2024-07-11,Delayed
6226,2022-07-18,2022-07-19,Delayed
6227,2024-08-28,2024-08-29,Delayed
6228,2025-04-27,2025-04-28,Delayed
6229,2024-09-08,2024-09-08,On-Time
6230,2023-12-12,2023-12-12,On-Time
6231,2023-12-08,2023-12-09,Delayed
6232,2022-04-08,2022-04-09,Delayed
6233,2023-06-24,2023-06-24,On-Time
6234,2022-01-11,2022-01-13,Delayed
6235,2025-03-31,2025-04-02,Delayed
6236,2024-08-07,2024-08-09,Delayed
6237,2024-12-27,2024-12-28,Delayed
6238,2023-06-14,2023-06-14,On-Time
6239,2022-05-29,2022-05-31,Delayed
6240,2023-09-11,2023-09-13,Delayed
6241,2023-12-06,2023-12-07,Delayed
6242,2024-02-03,2024-02-04,Delayed
6243,2024-08-20,2024-08-22,Delayed
6244,2024-09-25,2024-09-25,On-Time
6245,2022-05-05,2022-05-07,Delayed
6246,2022-02-22,2022-02-22,On-Time
6247,2022-12-01,2022-12-01,On-Time
6248,2025-12-02,2025-12-02,On-Time
6249,2024-07-21,2024-07-22,Delayed
6250,2024-10-28,2024-10-28,On-Time
6251,2024-08-17,2024-08-19,Delayed
6252,2023-04-23,2023-04-23,On-Time
6253,2025-06-13,2025-06-13,On-Time
6254,2025-05-25,2025-05-26,Delayed
6255,2023-08-22,2023-08-24,Delayed
6256,2024-11-30,2024-11-30,On-Time
6257,2022-10-29,2022-10-31,Delayed
6258,2022-11-24,2022-11-26,Delayed
6259,2023-09-20,2023-09-22,Delayed
6260,2024-12-09,2024-12-10,Delayed
6261,2025-03-30,2025-03-30,On-Time
6262,2024-06-28,2024-06-28,On-Time
6263,2025-08-04,2025-08-04,On-Time
6264,2022-06-26,2022-06-26,On-Time
6265,2022-11-26,2022-11-26,On-Time
6266,2025-03-14,2025-03-15,Delayed
6267,2022-08-22,2022-08-23,Delayed
6268,2022-10-15,2022-10-15,On-Time
6269,2024-08-13,2024-08-14,Delayed
6270,2025-11-20,2025-11-21,Delayed
6271,2023-02-26,2023-02-27,Delayed
6272,2023-12-07,2023-12-08,Delayed
6273,2025-10-28,2025-10-30,Delayed
6274,2023-07-14,2023-07-15,Delayed
6275,2022-12-02,2022-12-03,Delayed
6276,2023-09-23,2023-09-23,On-Time
6277,2025-05-04,2025-05-04,On-Time
6278,2024-10-02,2024-10-04,Delayed
6279,2024-08-26,2024-08-27,Delayed
6280,2023-05-06,2023-05-06,On-Time
6281,2025-12-18,2025-12-18,On-Time
6282,2023-10-24,2023-10-25,Delayed
6283,2025-08-11,2025-08-11,On-Time
6284,2024-07-23,2024-07-24,Delayed
6285,2024-11-07,2024-11-07,On-Time
6286,2025-03-19,2025-03-21,Delayed
6287,2024-04-27,2024-04-27,On-Time
6288,2022-11-08,2022-11-08,On-Time
6289,2025-08-06,2025-08-07,Delayed
6290,2023-11-25,2023-11-26,Delayed
6291,2024-10-13,2024-10-13,On-Time
6292,2024-08-24,2024-08-26,Delayed
6293,2024-09-17,2024-09-17,On-Time
6294,2022-02-27,2022-02-27,On-Time
6295,2024-11-11,2024-11-11,On-Time
6296,2025-07-15,2025-07-15,On-Time
6297,2022-09-13,2022-09-15,Delayed
6298,2022-07-06,2022-07-07,Delayed
6299,2024-12-18,2024-12-19,Delayed
6300,2025-12-04,2025-12-06,Delayed
6301,2025-06-27,2025-06-27,On-Time
6302,2023-07-23,2023-07-24,Delayed
6303,2024-01-17,2024-01-18,Delayed
6304,2022-10-14,2022-10-16,Delayed
6305,2024-10-04,2024-10-06,Delayed
6306,2024-11-18,2024-11-19,Delayed
6307,2022-12-19,2022-12-20,Delayed
6308,2025-12-29,2025-12-30,Delayed
6309,2023-03-03,2023-03-05,Delayed
6310,2023-08-17,2023-08-19,Delayed
6311,2025-12-31,2025-12-31,On-Time
6312,2024-05-19,2024-05-19,On-Time
6313,2025-08-11,2025-08-12,Delayed
6314,2023-09-20,2023-09-20,On-Time
6315,2025-10-16,2025-10-18,Delayed
6316,2025-07-01,2025-07-03,Delayed
6317,2022-09-07,2022-09-07,On-Time
6318,2024-12-01,2024-12-02,Delayed
6319,2022-10-10,2022-10-11,Delayed
6320,2025-10-14,2025-10-15,Delayed
6321,2023-03-24,2023-03-24,On-Time
6322,2024-10-20,2024-10-20,On-Time
6323,2025-04-11,2025-04-11,On-Time
6324,2023-09-15,2023-09-16,Delayed
6325,2024-10-20,2024-10-20,On-Time
6326,2025-09-17,2025-09-17,On-Time
6327,2022-08-18,2022-08-18,On-Time
6328,2025-08-31,2025-08-31,On-Time
6329,2025-09-10,2025-09-11,Delayed
6330,2025-05-15,2025-05-16,Delayed
6331,2024-04-14,2024-04-14,On-Time
6332,2025-12-03,2025-12-03,On-Time
6333,2025-12-31,2026-01-01,Delayed
6334,2022-07-02,2022-07-02,On-Time
6335,2022-12-07,2022-12-07,On-Time
6336,2022-06-23,2022-06-23,On-Time
6337,2024-03-20,2024-03-21,Delayed
6338,2024-05-25,2024-05-27,Delayed
6339,2022-12-17,2022-12-19,Delayed
6340,2022-05-27,2022-05-27,On-Time
6341,2023-12-19,2023-12-20,Delayed
6342,2023-08-30,2023-08-31,Delayed
6343,2025-09-08,2025-09-10,Delayed
6344,2023-08-05,2023-08-06,Delayed
6345,2025-02-07,2025-02-08,Delayed
6346,2023-01-03,2023-01-03,On-Time
6347,2023-12-17,2023-12-17,On-Time
6348,2025-02-14,2025-02-15,Delayed
6349,2025-11-07,2025-11-07,On-Time
6350,2024-10-21,2024-10-22,Delayed
6351,2023-08-31,2023-08-31,On-Time
6352,2024-07-18,2024-07-18,On-Time
6353,2024-12-26,2024-12-27,Delayed
6354,2023-03-21,2023-03-23,Delayed
6355,2025-12-25,2025-12-27,Delayed
6356,2023-12-20,2023-12-20,On-Time
6357,2025-09-23,2025-09-23,On-Time
6358,2025-12-30,2025-12-31,Delayed
6359,2023-12-15,2023-12-15,On-Time
6360,2022-01-12,2022-01-13,Delayed
6361,2022-02-26,2022-02-26,On-Time
6362,2023-12-18,2023-12-19,Delayed
6363,2024-05-01,2024-05-01,On-Time
6364,2022-04-21,2022-04-23,Delayed
6365,2025-10-17,2025-10-18,Delayed
6366,2024-12-26,2024-12-27,Delayed
6367,2022-10-16,2022-10-17,Delayed
6368,2023-03-14,2023-03-14,On-Time
6369,2024-08-31,2024-08-31,On-Time
6370,2023-07-14,2023-07-15,Delayed
6371,2024-06-02,2024-06-03,Delayed
6372,2024-10-08,2024-10-08,On-Time
6373,2024-04-26,2024-04-27,Delayed
6374,2024-08-29,2024-08-30,Delayed
6375,2024-09-07,2024-09-07,On-Time
6376,2022-04-28,2022-04-29,Delayed
6377,2022-04-20,2022-04-21,Delayed
6378,2024-06-04,2024-06-04,On-Time
6379,2023-04-04,2023-04-06,Delayed
6380,2025-08-15,2025-08-15,On-Time
6381,2022-07-07,2022-07-08,Delayed
6382,2023-01-17,2023-01-18,Delayed
6383,2023-01-20,2023-01-20,On-Time
6384,2026-01-02,2026-01-03,Delayed
6385,2023-12-11,2023-12-12,Delayed
6386,2022-12-11,2022-12-11,On-Time
6387,2025-11-27,2025-11-28,Delayed
6388,2022-07-24,2022-07-25,Delayed
6389,2023-05-12,2023-05-13,Delayed
6390,2023-10-14,2023-10-15,Delayed
6391,2022-11-23,2022-11-25,Delayed
6392,2023-04-14,2023-04-14,On-Time
6393,2022-08-21,2022-08-23,Delayed
6394,2023-02-13,2023-02-13,On-Time
6395,2024-11-22,2024-11-23,Delayed
6396,2024-05-26,2024-05-27,Delayed
6397,2025-05-06,2025-05-07,Delayed
6398,2025-10-16,2025-10-16,On-Time
6399,2024-12-13,2024-12-13,On-Time
6400,2024-02-17,2024-02-18,Delayed
6401,2025-11-30,2025-12-02,Delayed
6402,2025-10-19,2025-10-21,Delayed
6403,2024-09-28,2024-09-29,Delayed
6404,2025-04-13,2025-04-14,Delayed
6405,2024-05-05,2024-05-05,On-Time
6406,2024-08-24,2024-08-25,Delayed
6407,2022-11-16,2022-11-18,Delayed
6408,2024-06-22,2024-06-22,On-Time
6409,2025-06-21,2025-06-22,Delayed
6410,2024-05-14,2024-05-15,Delayed
6411,2025-10-08,2025-10-08,On-Time
6412,2025-04-07,2025-04-09,Delayed
6413,2025-10-02,2025-10-04,Delayed
6414,2023-05-17,2023-05-17,On-Time
6415,2024-02-24,2024-02-25,Delayed
6416,2023-01-26,2023-01-26,On-Time
6417,2023-12-02,2023-12-04,Delayed
6418,2025-04-23,2025-04-23,On-Time
6419,2025-12-20,2025-12-22,Delayed
