order_item_id,order_id,product_id,seller_id,quantity,selling_price,discount,item_status,tax_amount,margin
14792,7412,366,5,2,2992.99,356.36,Delivered,299.3,-118.06
14793,7413,72,17,5,2122.61,457.79,Delivered,212.26,-1333.52
14794,7414,292,4,3,2677.14,113.78,Cancelled,267.71,-142.8
14795,7414,196,39,4,995.56,35.1,Cancelled,99.56,-1111.1
14796,7414,477,22,5,1038.42,98.9,Cancelled,103.84,-2485.05
14797,7415,462,4,3,415.14,141.28,Returned,41.51,-2018.1
14798,7415,74,35,1,1797.61,362.98,Cancelled,179.76,877.61
14799,7416,123,49,4,2977.66,63.71,Cancelled,297.77,2498.42
14800,7416,398,14,1,3462.09,33.4,Cancelled,346.21,1495.01
14801,7416,140,2,5,1509.55,566.09,Cancelled,150.96,560.95
14802,7417,340,50,4,3435.11,713.03,Delivered,343.51,2345.65
14803,7418,91,5,1,3024.39,1282.54,Delivered,302.44,1817.57
14804,7418,409,28,4,4736.15,189.06,Returned,473.62,1012.32
14805,7418,257,19,3,2903.76,471.83,Cancelled,290.38,62.71
14806,7419,300,35,4,4193.23,613.31,Cancelled,419.32,2667.56
14807,7419,314,11,1,1202.93,303.62,Delivered,120.29,-2468.05
14808,7419,208,38,2,2118.86,755.75,Returned,211.89,1390.31
14809,7420,193,5,1,2869.01,568.65,Returned,286.9,2221.34
14810,7420,225,44,1,3485.25,10.51,Returned,348.52,2535.06
14811,7420,190,46,1,436.14,12.71,Cancelled,43.61,-1500.72
14812,7421,56,14,2,2084.52,45.45,Delivered,208.45,-1137.01
14813,7421,271,43,1,2943.97,1155.78,Cancelled,294.4,153.13
14814,7421,348,24,1,1930.64,167.29,Cancelled,193.06,667.94
14815,7422,176,5,5,2753.12,610.97,Returned,275.31,1962.12
14816,7422,58,23,5,1033.16,236.91,Delivered,103.32,-1704.86
14817,7422,240,45,2,3391.28,1234.52,Delivered,339.13,1162.22
14818,7423,182,6,2,457.41,136.7,Delivered,45.74,-2247.17
14819,7424,161,11,4,2976.17,1210.78,Returned,297.62,-597.17
14820,7424,261,22,1,3960.36,1036.49,Cancelled,396.04,427.34
14821,7424,60,39,4,3402.8,543.07,Cancelled,340.28,1744.74
14822,7425,464,18,3,3443.9,1285.33,Delivered,344.39,1916.91
14823,7425,232,9,4,3485.08,478.52,Cancelled,348.51,1588.39
14824,7426,343,37,2,3607.18,167.82,Returned,360.72,445.04
14825,7426,73,36,1,4206.22,217.93,Delivered,420.62,2807.35
14826,7426,231,30,5,3897.35,727.31,Delivered,389.74,3473.49
14827,7427,294,14,2,1786.04,48.92,Returned,178.6,581.2
14828,7427,432,37,4,2511.97,107.53,Delivered,251.2,715.78
14829,7428,224,29,3,1581.02,4.75,Returned,158.1,-769.51
14830,7428,360,31,5,2957.69,737.94,Cancelled,295.77,-67.33
14831,7429,130,47,4,3335.37,405.51,Delivered,333.54,526.4
14832,7429,37,16,4,2395.02,159.78,Delivered,239.5,402.57
14833,7429,5,22,4,776.06,123.61,Cancelled,77.61,-1372.34
14834,7430,253,43,1,1094.02,44.49,Delivered,109.4,-1050.99
14835,7431,210,49,5,3645.85,926.4,Cancelled,364.58,3570.75
14836,7431,316,25,3,2298.19,931.77,Delivered,229.82,-219.18
14837,7431,311,6,2,2151.81,835.4,Delivered,215.18,1452.95
14838,7432,471,50,5,3654.07,212.17,Cancelled,365.41,1816.56
14839,7432,483,11,3,2887.8,181.98,Returned,288.78,907.07
14840,7433,411,18,4,3050.52,392.39,Delivered,305.05,2901.13
14841,7433,262,30,3,3608.89,861.28,Delivered,360.89,2215.94
14842,7433,25,45,1,1744.49,370.22,Cancelled,174.45,1271.75
14843,7434,244,11,5,2523.35,588.75,Returned,252.34,1915.61
14844,7435,447,16,4,2837.25,615.03,Cancelled,283.73,-481.78
14845,7436,478,30,4,3414.6,14.6,Returned,341.46,906.56
14846,7436,426,13,4,2809.18,232.6,Cancelled,280.92,2680.8
14847,7436,308,9,4,206.45,70.24,Cancelled,20.64,-3290.67
14848,7437,405,3,4,222.73,65.06,Cancelled,22.27,-1074.71
14849,7437,286,28,2,4448.26,360.71,Returned,444.83,3827.57
14850,7438,218,35,4,2120.23,147.09,Delivered,212.02,-398.31
14851,7438,385,38,4,1883.73,383.9,Delivered,188.37,-883.57
14852,7438,301,41,5,4143.3,108.02,Returned,414.33,1500.65
14853,7439,410,50,4,864.82,170.27,Cancelled,86.48,-1995.88
14854,7439,345,4,3,2135.15,743.86,Cancelled,213.52,378.16
14855,7440,50,19,5,3427.99,302.67,Delivered,342.8,3298.17
14856,7441,129,33,2,2543.72,773.16,Delivered,254.37,-1357.84
14857,7441,43,50,3,793.72,274.17,Cancelled,79.37,-1669.14
14858,7442,299,14,2,1284.7,96.21,Cancelled,128.47,1106.35
14859,7442,405,40,2,237.03,50.76,Returned,23.7,-1060.41
14860,7443,381,11,4,3475.63,394.57,Cancelled,347.56,3092.78
14861,7444,477,20,5,959.82,177.5,Cancelled,95.98,-2563.65
14862,7444,227,47,3,806.48,130.7,Cancelled,80.65,-310.23
14863,7444,424,15,2,3372.37,953.98,Returned,337.24,1354.95
14864,7445,304,35,5,1394.15,16.63,Cancelled,139.42,-1568.6
14865,7445,37,20,1,2301.4,253.4,Cancelled,230.14,308.95
14866,7445,482,33,5,2613.75,882.74,Delivered,261.38,-1377.3
14867,7446,208,34,2,2298.76,575.85,Cancelled,229.88,1570.21
14868,7447,213,14,1,2660.16,827.2,Returned,266.02,2116.4
14869,7447,356,40,4,2455.98,508.72,Delivered,245.6,1560.2
14870,7447,37,36,4,2015.12,539.68,Returned,201.51,22.67
14871,7448,385,23,2,1879.88,387.75,Delivered,187.99,-887.42
14872,7448,277,40,1,392.49,12.85,Cancelled,39.25,-20.75
14873,7448,16,16,2,3060.42,694.77,Delivered,306.04,1173.6
14874,7449,82,48,4,3183.91,243.92,Delivered,318.39,142.8
14875,7449,186,7,5,3214.08,557.36,Delivered,321.41,3046.37
14876,7449,397,39,1,134.08,50.67,Delivered,13.41,-3042.44
14877,7450,198,5,1,2855.02,715.66,Cancelled,285.5,538.49
14878,7450,461,38,3,128.86,6.12,Cancelled,12.89,-120.8
14879,7451,354,23,3,4154.94,62.37,Returned,415.49,916.77
14880,7451,191,42,3,2969.62,567.53,Returned,296.96,1140.62
14881,7452,343,21,4,3150.64,624.36,Cancelled,315.06,-11.5
14882,7452,143,31,2,274.47,103.35,Delivered,27.45,116.25
14883,7453,494,36,2,1557.56,414.26,Cancelled,155.76,505.61
14884,7453,212,23,5,408.97,7.66,Cancelled,40.9,-866.54
14885,7453,76,38,5,1496.49,263.04,Cancelled,149.65,-2344.45
14886,7454,255,15,2,115.42,14.32,Cancelled,11.54,-718.52
14887,7455,439,43,5,918.9,389.61,Cancelled,91.89,172.91
14888,7455,152,10,5,3408.1,180.07,Cancelled,340.81,1071.34
14889,7456,161,30,4,3487.31,699.64,Delivered,348.73,-86.03
14890,7456,264,46,5,1422.3,307.92,Delivered,142.23,327.08
14891,7456,477,43,1,938.42,198.9,Delivered,93.84,-2585.05
14892,7457,284,37,5,3334.86,1129.92,Cancelled,333.49,523.24
14893,7458,158,18,4,834.81,352.84,Returned,83.48,-2708.7
14894,7459,203,38,3,2630.41,802.86,Delivered,263.04,616.57
14895,7459,438,45,5,1843.7,113.16,Delivered,184.37,975.7
14896,7459,390,23,3,1459.51,292.24,Returned,145.95,515.15
14897,7460,98,5,5,2152.32,72.63,Delivered,215.23,-478.39
14898,7460,20,16,3,848.79,313.02,Delivered,84.88,-719.11
14899,7461,301,38,3,3271.57,979.75,Returned,327.16,628.92
14900,7461,159,21,5,2945.64,869.32,Returned,294.56,513.86
14901,7461,311,28,3,2134.3,852.91,Cancelled,213.43,1435.44
14902,7462,444,44,2,2196.5,48.18,Cancelled,219.65,1289.47
14903,7463,111,1,4,3419.41,559.89,Delivered,341.94,3229.16
14904,7463,136,7,4,1274.02,170.97,Cancelled,127.4,28.13
14905,7463,75,9,5,448.59,31.79,Cancelled,44.86,-950.85
14906,7464,235,17,1,3555.67,530.16,Delivered,355.57,3379.7
14907,7464,382,32,3,1135.2,187.25,Cancelled,113.52,869.13
14908,7464,20,18,3,852.75,309.06,Returned,85.28,-715.15
14909,7465,305,19,2,3440.75,207.94,Cancelled,344.08,2367.16
14910,7466,11,31,4,1814.56,121.36,Delivered,181.46,-565.41
14911,7467,290,29,3,2911.7,260.1,Returned,291.17,2276.49
14912,7467,75,16,5,410.47,69.91,Cancelled,41.05,-988.97
14913,7468,128,40,3,1460.06,141.39,Delivered,146.01,996.71
14914,7468,464,24,4,4260.02,469.21,Cancelled,426.0,2733.03
14915,7469,171,35,5,2227.04,50.09,Cancelled,222.7,-1603.62
14916,7469,220,12,1,550.15,59.15,Cancelled,55.02,439.23
14917,7470,336,3,4,3853.27,1.85,Returned,385.33,604.56
14918,7471,37,49,2,2079.81,474.99,Delivered,207.98,87.36
14919,7471,373,7,3,177.66,8.21,Cancelled,17.77,-296.16
14920,7472,425,40,4,3002.69,1158.0,Returned,300.27,-321.13
14921,7473,470,19,1,2136.01,147.19,Returned,213.6,500.73
14922,7474,333,35,5,972.32,350.38,Cancelled,97.23,761.86
14923,7474,110,19,4,1402.94,177.54,Cancelled,140.29,934.03
14924,7475,235,13,2,3366.29,719.54,Returned,336.63,3190.32
14925,7475,212,48,1,337.31,79.32,Returned,33.73,-938.2
14926,7475,206,12,5,1766.35,210.02,Returned,176.64,-906.27
14927,7476,470,45,3,1970.66,312.54,Delivered,197.07,335.38
14928,7476,478,33,1,2409.82,1019.38,Returned,240.98,-98.22
14929,7476,20,8,4,993.29,168.52,Cancelled,99.33,-574.61
14930,7477,447,23,2,2523.6,928.68,Cancelled,252.36,-795.43
14931,7477,260,14,3,714.67,116.31,Cancelled,71.47,-1778.73
14932,7478,368,48,5,3186.76,105.51,Returned,318.68,2176.22
14933,7478,183,27,3,186.98,33.05,Delivered,18.7,112.81
14934,7479,283,6,1,1414.56,51.63,Delivered,141.46,-1139.98
14935,7479,221,36,2,1208.08,500.72,Returned,120.81,-2510.95
14936,7479,398,33,2,2689.93,805.56,Returned,268.99,722.85
14937,7480,43,42,4,933.73,134.16,Returned,93.37,-1529.13
14938,7481,310,12,3,3625.73,84.71,Returned,362.57,2531.82
14939,7481,202,4,4,2402.73,283.71,Cancelled,240.27,350.42
14940,7481,131,21,2,2217.24,736.05,Cancelled,221.72,2102.21
14941,7482,312,2,4,2477.24,313.32,Delivered,247.72,2104.78
14942,7482,366,14,5,3305.96,43.39,Returned,330.6,194.91
14943,7483,495,12,5,1960.65,195.09,Delivered,196.07,1646.65
14944,7484,366,17,4,2569.23,780.12,Cancelled,256.92,-541.82
14945,7485,17,25,1,4156.82,368.34,Returned,415.68,1573.73
14946,7486,201,30,2,728.01,78.67,Delivered,72.8,-1097.47
14947,7486,353,4,1,359.04,54.23,Cancelled,35.9,-1634.17
14948,7487,452,8,5,1067.26,304.03,Delivered,106.73,567.28
14949,7487,393,20,3,2298.42,110.85,Delivered,229.84,-1297.84
14950,7487,141,34,2,3126.99,1000.71,Delivered,312.7,2428.96
14951,7488,361,27,1,4651.55,143.52,Cancelled,465.16,2714.88
14952,7488,303,25,4,493.24,22.16,Returned,49.32,-1983.44
14953,7488,402,3,1,2136.31,751.94,Delivered,213.63,-1237.1
14954,7489,156,49,5,2192.07,398.64,Delivered,219.21,-291.36
14955,7489,274,28,3,2263.46,39.84,Cancelled,226.35,1363.75
14956,7490,3,4,1,4779.36,176.18,Delivered,477.94,4151.68
14957,7490,460,35,5,2700.68,260.41,Cancelled,270.07,2293.2
14958,7490,298,35,5,370.58,64.54,Delivered,37.06,-1079.53
14959,7491,254,13,1,1679.44,157.34,Returned,167.94,-1249.64
14960,7492,288,21,4,4595.75,255.09,Cancelled,459.58,1112.89
14961,7492,286,23,5,3991.98,816.99,Cancelled,399.2,3371.29
14962,7492,254,48,5,1559.97,276.81,Cancelled,156.0,-1369.11
14963,7493,141,21,1,3337.96,789.74,Delivered,333.8,2639.93
14964,7493,74,19,5,2037.26,123.33,Delivered,203.73,1117.26
14965,7493,40,29,4,4100.63,658.49,Cancelled,410.06,1825.47
14966,7494,125,29,3,256.1,11.01,Cancelled,25.61,29.66
14967,7494,231,12,5,3606.4,1018.26,Cancelled,360.64,3182.54
14968,7495,51,19,5,1766.09,401.74,Delivered,176.61,-904.93
14969,7495,104,15,3,2295.84,46.36,Returned,229.58,1604.28
14970,7495,107,18,4,1981.85,175.12,Returned,198.18,218.11
14971,7496,160,4,4,3166.12,679.14,Returned,316.61,-642.67
14972,7497,141,24,4,3178.59,949.11,Returned,317.86,2480.56
14973,7497,220,17,4,557.75,51.55,Delivered,55.78,446.83
14974,7497,42,29,5,4106.21,873.5,Delivered,410.62,3078.3
14975,7498,43,42,2,1060.4,7.49,Cancelled,106.04,-1402.46
14976,7498,442,29,2,896.58,23.72,Returned,89.66,-2138.48
14977,7499,232,14,4,2786.95,1176.65,Returned,278.7,890.26
14978,7499,321,16,5,4719.45,15.03,Returned,471.94,3285.52
14979,7499,127,15,5,3661.27,826.87,Delivered,366.13,351.14
14980,7500,156,44,2,2059.31,531.4,Cancelled,205.93,-424.12
14981,7501,367,33,4,3085.37,700.44,Cancelled,308.54,1559.97
14982,7502,96,1,1,1781.95,538.11,Cancelled,178.2,-1288.68
14983,7503,420,5,3,3383.06,1235.64,Cancelled,338.31,1580.75
14984,7503,41,30,3,620.58,139.63,Returned,62.06,-2988.5
14985,7503,54,5,4,992.84,45.6,Delivered,99.28,-857.22
14986,7504,127,25,5,3428.05,1060.09,Delivered,342.81,117.92
14987,7504,313,42,5,4407.53,323.1,Cancelled,440.75,3021.82
14988,7504,473,7,5,637.88,244.14,Returned,63.79,140.03
14989,7505,160,14,3,3690.8,154.46,Returned,369.08,-117.99
14990,7505,304,34,4,1379.9,30.88,Cancelled,137.99,-1582.85
14991,7505,398,45,3,2933.89,561.6,Returned,293.39,966.81
14992,7506,255,30,2,101.11,28.63,Delivered,10.11,-732.83
14993,7506,41,30,5,747.82,12.39,Returned,74.78,-2861.26
14994,7506,464,24,3,4505.25,223.98,Delivered,450.52,2978.26
14995,7507,254,35,2,1431.41,405.37,Cancelled,143.14,-1497.67
14996,7508,459,28,2,2363.41,459.48,Cancelled,236.34,854.21
14997,7508,61,37,5,2700.74,24.47,Returned,270.07,-781.28
14998,7508,148,31,5,1585.76,453.6,Cancelled,158.58,-2271.24
14999,7509,318,6,4,518.39,186.81,Returned,51.84,-898.49
15000,7509,363,15,3,1801.5,499.04,Delivered,180.15,58.54
15001,7509,46,19,1,3044.33,292.02,Delivered,304.43,-828.12
15002,7510,275,1,3,3864.75,283.0,Delivered,386.48,1932.69
15003,7511,142,26,3,485.94,24.44,Delivered,48.59,-914.78
15004,7511,473,3,5,796.09,85.93,Returned,79.61,298.24
15005,7512,401,29,1,3119.05,942.19,Cancelled,311.91,235.89
15006,7512,104,41,2,1880.9,461.3,Cancelled,188.09,1189.34
15007,7513,348,25,5,1941.8,156.13,Delivered,194.18,679.1
15008,7514,334,3,5,4261.69,342.94,Cancelled,426.17,2123.88
15009,7514,218,21,1,1649.66,617.66,Cancelled,164.97,-868.88
15010,7515,161,7,1,3686.31,500.64,Returned,368.63,112.97
15011,7515,434,20,5,4379.61,601.86,Delivered,437.96,555.85
15012,7516,266,14,1,611.67,140.44,Cancelled,61.17,-1625.36
15013,7516,461,17,5,131.14,3.84,Cancelled,13.11,-118.52
15014,7516,433,21,3,240.36,82.28,Delivered,24.04,-1507.35
15015,7517,164,14,2,884.21,167.04,Cancelled,88.42,-2179.95
15016,7517,88,50,1,1715.61,698.16,Returned,171.56,-596.33
15017,7517,242,19,2,753.6,75.09,Delivered,75.36,-269.27
15018,7518,72,43,3,1857.24,723.16,Cancelled,185.72,-1598.89
15019,7519,319,40,3,1240.52,422.14,Cancelled,124.05,1069.5
15020,7520,162,3,5,715.7,137.3,Delivered,71.57,514.35
15021,7520,27,10,2,2937.34,869.57,Returned,293.73,2142.44
15022,7521,315,15,3,3653.97,918.99,Returned,365.4,52.95
15023,7521,61,46,4,2627.55,97.66,Delivered,262.76,-854.47
15024,7522,284,26,3,3299.18,1165.6,Delivered,329.92,487.56
15025,7522,466,19,2,995.92,131.99,Returned,99.59,-555.63
15026,7522,306,40,5,1873.23,16.42,Returned,187.32,-546.64
15027,7523,228,16,3,2718.14,1047.37,Returned,271.81,2013.5
15028,7523,413,27,3,3545.36,1330.33,Returned,354.54,570.84
15029,7524,51,28,2,1588.76,579.07,Returned,158.88,-1082.26
15030,7525,63,5,4,3597.83,1158.96,Returned,359.78,2735.98
15031,7526,126,21,4,1552.93,309.61,Cancelled,155.29,-634.33
15032,7526,224,25,2,1555.05,30.72,Delivered,155.5,-795.48
15033,7527,250,13,1,582.42,248.45,Returned,58.24,-356.75
15034,7528,423,21,5,3675.27,459.21,Cancelled,367.53,3003.72
15035,7529,235,33,4,3796.46,289.37,Returned,379.65,3620.49
15036,7529,286,10,5,4777.65,31.32,Cancelled,477.76,4156.96
15037,7530,273,20,1,3594.94,43.32,Delivered,359.49,255.42
15038,7530,63,21,2,3350.87,1405.92,Returned,335.09,2489.02
15039,7531,367,9,4,3648.21,137.6,Cancelled,364.82,2122.81
15040,7531,409,45,2,3906.04,1019.17,Cancelled,390.6,182.21
15041,7532,308,18,3,218.37,58.32,Returned,21.84,-3278.75
15042,7532,431,22,5,3150.47,27.93,Returned,315.05,2613.52
15043,7532,287,37,2,887.13,141.14,Delivered,88.71,308.78
15044,7533,266,4,5,528.23,223.88,Cancelled,52.82,-1708.8
15045,7533,227,27,5,842.29,94.89,Delivered,84.23,-274.42
15046,7534,270,13,1,1874.87,160.73,Returned,187.49,-774.02
15047,7534,462,45,1,500.93,55.49,Cancelled,50.09,-1932.31
15048,7535,284,6,1,3255.51,1209.27,Cancelled,325.55,443.89
15049,7535,324,27,5,2237.16,533.19,Returned,223.72,1210.53
15050,7535,352,25,4,1735.87,331.34,Cancelled,173.59,1554.64
15051,7536,341,34,2,2441.45,80.16,Delivered,244.14,971.72
15052,7537,275,46,4,3344.73,803.02,Cancelled,334.47,1412.67
15053,7537,226,28,5,4593.01,375.93,Delivered,459.3,2315.63
15054,7537,441,24,2,501.25,100.09,Returned,50.12,435.84
15055,7538,97,34,3,3084.12,1189.38,Returned,308.41,2398.52
15056,7538,450,36,2,821.77,125.53,Cancelled,82.18,-1011.9
15057,7539,178,18,2,1028.35,418.87,Cancelled,102.84,-1009.52
15058,7539,87,39,5,1464.76,491.99,Delivered,146.48,-1506.47
15059,7539,126,39,3,1819.46,43.08,Returned,181.95,-367.8
15060,7540,211,8,3,537.55,168.45,Cancelled,53.76,-3242.54
15061,7540,88,15,1,1814.46,599.31,Cancelled,181.45,-497.48
15062,7540,219,3,4,2391.02,586.99,Cancelled,239.1,2093.84
15063,7541,131,18,3,2513.0,440.29,Cancelled,251.3,2397.97
15064,7541,106,44,2,2599.85,110.26,Delivered,259.98,-1391.9
15065,7541,198,16,4,3225.74,344.94,Delivered,322.57,909.21
15066,7542,487,12,3,1993.42,96.3,Delivered,199.34,897.86
15067,7543,12,12,1,3675.97,944.26,Cancelled,367.6,-318.35
15068,7543,347,9,3,2457.78,428.6,Cancelled,245.78,-466.23
15069,7544,304,2,2,1063.97,346.81,Cancelled,106.4,-1898.78
15070,7544,274,38,1,1804.86,498.44,Cancelled,180.49,905.15
15071,7544,333,29,4,1245.48,77.22,Returned,124.55,1035.02
15072,7545,256,9,1,698.33,196.59,Cancelled,69.83,-797.78
15073,7545,386,18,5,1742.73,401.1,Cancelled,174.27,-1312.21
15074,7546,101,22,1,3099.47,1120.33,Cancelled,309.95,695.94
15075,7546,73,13,3,4302.59,121.56,Returned,430.26,2903.72
15076,7547,122,31,1,2303.37,618.15,Cancelled,230.34,-1307.94
15077,7548,100,18,1,2177.81,464.69,Returned,217.78,-278.41
15078,7548,71,27,4,286.77,116.78,Cancelled,28.68,-3278.15
15079,7548,433,6,4,286.74,35.9,Delivered,28.67,-1460.97
15080,7549,389,43,3,3116.08,406.67,Returned,311.61,733.93
15081,7550,327,28,5,2512.89,197.91,Cancelled,251.29,-1415.28
15082,7550,92,30,4,1828.46,240.56,Delivered,182.85,380.28
15083,7550,218,8,4,2138.13,129.19,Returned,213.81,-380.41
15084,7551,440,42,3,4545.17,13.58,Returned,454.52,3028.38
15085,7551,10,28,4,2097.44,651.97,Delivered,209.74,-876.94
15086,7552,256,28,5,864.1,30.82,Delivered,86.41,-632.01
15087,7553,311,3,4,2476.3,510.91,Cancelled,247.63,1777.44
15088,7553,243,15,4,2487.79,143.51,Cancelled,248.78,273.43
15089,7553,471,42,3,3558.41,307.83,Cancelled,355.84,1720.9
15090,7554,440,13,5,4128.55,430.2,Delivered,412.86,2611.76
15091,7554,54,18,4,744.95,293.49,Cancelled,74.5,-1105.11
15092,7555,470,38,1,1985.83,297.37,Returned,198.58,350.55
15093,7555,333,22,5,987.6,335.1,Delivered,98.76,777.14
15094,7555,474,29,2,3014.2,558.15,Returned,301.42,1344.62
15095,7556,182,16,2,430.38,163.73,Returned,43.04,-2274.2
15096,7556,122,11,1,2077.25,844.27,Cancelled,207.73,-1534.06
15097,7556,65,22,2,2153.48,886.81,Delivered,215.35,-1157.66
15098,7557,371,8,4,3155.93,83.92,Delivered,315.59,2355.41
15099,7558,298,7,4,355.98,79.14,Returned,35.6,-1094.13
15100,7558,354,45,3,3648.02,569.29,Delivered,364.8,409.85
15101,7559,177,2,5,3110.3,134.73,Returned,311.03,2444.77
15102,7560,140,41,2,1697.01,378.63,Returned,169.7,748.41
15103,7560,261,46,2,3675.02,1321.83,Cancelled,367.5,142.0
15104,7560,8,26,2,3086.25,277.49,Delivered,308.62,1329.59
15105,7561,235,34,2,2984.91,1100.92,Delivered,298.49,2808.94
15106,7561,235,4,5,3727.38,358.45,Returned,372.74,3551.41
15107,7562,487,29,2,1624.13,465.59,Returned,162.41,528.57
15108,7563,75,34,3,439.3,41.08,Delivered,43.93,-960.14
15109,7563,279,18,2,2901.44,1142.31,Cancelled,290.14,875.9
15110,7564,23,23,3,3314.69,1193.65,Returned,331.47,2076.93
15111,7564,458,8,3,1326.22,0.47,Delivered,132.62,-852.61
15112,7564,170,45,2,2292.2,372.34,Returned,229.22,545.9
15113,7565,127,32,4,4471.52,16.62,Returned,447.15,1161.39
15114,7565,411,49,5,3425.19,17.72,Returned,342.52,3275.8
15115,7566,132,30,3,1444.48,509.83,Cancelled,144.45,-2494.5
15116,7566,262,5,2,3390.06,1080.11,Cancelled,339.01,1997.11
15117,7566,202,20,1,2033.3,653.14,Cancelled,203.33,-19.01
15118,7567,302,29,3,1282.23,103.5,Cancelled,128.22,1186.54
15119,7567,231,41,4,4472.56,152.1,Delivered,447.26,4048.7
15120,7568,214,43,5,1433.11,160.85,Delivered,143.31,-2254.78
15121,7568,345,13,1,2060.23,818.78,Cancelled,206.02,303.24
15122,7568,396,28,2,3230.32,1134.42,Cancelled,323.03,2268.27
15123,7569,391,48,1,1437.46,194.96,Returned,143.75,1168.06
15124,7569,88,3,4,2150.4,263.37,Cancelled,215.04,-161.54
15125,7569,260,16,3,718.34,112.64,Cancelled,71.83,-1775.06
15126,7570,427,25,1,3315.39,70.38,Returned,331.54,1514.48
15127,7570,423,23,4,3000.13,1134.35,Cancelled,300.01,2328.58
15128,7571,345,17,2,2212.53,666.48,Cancelled,221.25,455.54
15129,7571,371,3,2,2650.53,589.32,Returned,265.05,1850.01
15130,7572,456,22,1,1684.15,32.41,Delivered,168.42,211.02
15131,7573,82,44,5,3334.34,93.49,Cancelled,333.43,293.23
15132,7573,10,47,1,2482.09,267.32,Delivered,248.21,-492.29
15133,7574,53,26,3,1603.32,634.13,Cancelled,160.33,-994.7
15134,7574,110,18,4,1275.16,305.32,Returned,127.52,806.25
15135,7574,103,40,1,2428.19,147.5,Returned,242.82,-104.59
15136,7575,255,31,3,125.62,4.12,Cancelled,12.56,-708.32
15137,7576,450,20,5,834.27,113.03,Returned,83.43,-999.4
15138,7576,158,23,5,936.26,251.39,Cancelled,93.63,-2607.25
15139,7577,114,16,1,1881.52,695.07,Delivered,188.15,-1650.42
15140,7577,206,19,3,1913.12,63.25,Returned,191.31,-759.5
15141,7578,166,20,3,1161.33,32.78,Delivered,116.13,-238.88
15142,7578,294,6,4,1717.99,116.97,Delivered,171.8,513.15
15143,7579,151,9,2,1001.55,275.29,Cancelled,100.16,264.52
15144,7579,444,41,3,2060.42,184.26,Cancelled,206.04,1153.39
15145,7580,335,22,5,1449.6,394.62,Delivered,144.96,1356.31
15146,7580,141,41,2,3855.35,272.35,Returned,385.54,3157.32
15147,7581,60,44,4,2929.87,1016.0,Delivered,292.99,1271.81
15148,7582,2,13,5,721.36,260.4,Cancelled,72.14,-1062.4
15149,7582,119,29,5,2214.37,485.5,Cancelled,221.44,-715.04
15150,7583,390,44,2,1276.17,475.58,Delivered,127.62,331.81
15151,7583,50,22,5,3229.86,500.8,Returned,322.99,3100.04
15152,7584,485,41,3,895.93,171.41,Cancelled,89.59,-2316.77
15153,7584,423,17,2,3794.99,339.49,Returned,379.5,3123.44
15154,7585,129,41,4,2808.91,507.97,Delivered,280.89,-1092.65
15155,7586,400,12,2,318.51,49.65,Delivered,31.85,-3595.79
15156,7587,266,38,2,586.29,165.82,Cancelled,58.63,-1650.74
15157,7587,234,6,4,2338.71,707.23,Delivered,233.87,-1098.64
15158,7588,431,18,3,2535.32,643.08,Delivered,253.53,1998.37
15159,7588,133,11,1,1446.12,148.96,Returned,144.61,-1834.4
15160,7588,346,5,2,4195.0,216.03,Cancelled,419.5,847.78
15161,7589,128,9,2,1185.62,415.83,Cancelled,118.56,722.27
15162,7590,64,11,2,2479.05,490.67,Delivered,247.91,1654.69
15163,7590,159,11,5,3787.02,27.94,Cancelled,378.7,1355.24
15164,7591,170,27,5,2268.73,395.81,Delivered,226.87,522.43
15165,7591,224,38,4,1230.46,355.31,Cancelled,123.05,-1120.07
15166,7592,180,3,2,2345.51,541.95,Returned,234.55,1282.19
15167,7592,14,48,3,3899.18,544.39,Delivered,389.92,1044.14
15168,7593,227,32,5,773.66,163.52,Cancelled,77.37,-343.05
15169,7593,15,30,4,1784.92,333.74,Returned,178.49,-791.42
15170,7593,272,45,4,1636.94,358.46,Cancelled,163.69,-548.58
15171,7594,207,15,1,4199.86,209.28,Cancelled,419.99,4125.44
15172,7594,187,44,4,497.32,80.73,Returned,49.73,-1334.59
15173,7595,237,50,2,3251.65,213.05,Delivered,325.17,828.45
15174,7596,430,23,3,2112.33,443.14,Delivered,211.23,-1410.98
15175,7597,236,2,5,821.26,282.1,Returned,82.13,-401.59
15176,7598,56,34,4,1811.42,318.55,Cancelled,181.14,-1410.11
15177,7598,235,49,3,3581.54,504.29,Cancelled,358.15,3405.57
15178,7598,202,27,1,1952.23,734.21,Delivered,195.22,-100.08
15179,7599,199,35,1,274.27,40.17,Returned,27.43,-2896.71
15180,7599,248,42,2,2857.88,654.09,Delivered,285.79,1106.71
15181,7600,81,5,3,562.78,14.89,Cancelled,56.28,-518.3
15182,7600,352,12,2,1772.09,295.12,Cancelled,177.21,1590.86
15183,7600,19,8,5,433.13,88.13,Returned,43.31,-2436.88
15184,7601,288,24,3,4417.49,433.35,Returned,441.75,934.63
15185,7601,276,42,4,3908.42,158.73,Returned,390.84,2372.11
15186,7601,438,17,2,1402.93,553.93,Cancelled,140.29,534.93
15187,7602,244,45,3,2949.28,162.82,Delivered,294.93,2341.54
15188,7602,170,38,5,2287.72,376.82,Returned,228.77,541.42
15189,7602,196,49,5,931.22,99.44,Returned,93.12,-1175.44
15190,7603,13,30,5,581.3,157.59,Delivered,58.13,-691.5
