order_item_id,return_reason,return_date,refund_amount
19149,No Longer Needed,2023-10-24,2854.746
19151,Damaged,2024-11-18,1030.8600000000001
19152,Damaged,2024-11-23,2064.708
19157,Damaged,2023-09-01,1123.281
19161,Wrong Item,2022-09-29,606.456
19162,Damaged,2022-09-27,2664.423
19167,Damaged,2025-08-18,2057.463
19171,No Longer Needed,2025-10-11,1329.075
19173,No Longer Needed,2025-10-06,824.841
19177,Damaged,2024-03-17,2115.414
19179,Wrong Item,2025-04-23,1742.445
19184,Wrong Item,2025-10-18,639.3779999999999
19185,Wrong Item,2024-10-28,2275.812
19189,Wrong Item,2023-12-16,3133.8990000000003
19190,No Longer Needed,2023-12-11,2806.551
19196,Wrong Item,2022-12-24,1326.87
19197,No Longer Needed,2022-12-26,1883.7990000000002
19200,No Longer Needed,2025-11-03,3129.9390000000003
19201,No Longer Needed,2022-06-11,1258.965
19202,Wrong Item,2022-06-14,514.008
19204,Wrong Item,2023-09-01,2533.293
19205,Damaged,2023-11-09,556.533
19206,Wrong Item,2023-07-01,217.31400000000002
19207,Damaged,2025-09-15,1894.689
19209,No Longer Needed,2023-10-17,600.678
19211,No Longer Needed,2023-10-17,1253.097
19214,No Longer Needed,2024-11-24,3421.3770000000004
19215,Damaged,2023-06-29,2078.5950000000003
19217,Wrong Item,2025-12-04,704.7810000000001
19218,No Longer Needed,2025-11-28,3251.997
19220,Damaged,2023-08-08,562.8240000000001
19221,No Longer Needed,2023-08-16,1929.1680000000001
19222,Damaged,2025-11-05,1617.4530000000002
19226,Damaged,2022-06-02,110.34
19228,No Longer Needed,2022-10-18,618.4710000000001
19230,Wrong Item,2022-10-15,150.28199999999998
19234,No Longer Needed,2022-05-14,2642.229
19235,Wrong Item,2023-02-09,891.684
19237,Wrong Item,2023-02-07,1492.731
19240,No Longer Needed,2024-11-22,483.12899999999996
19241,Damaged,2025-11-18,878.7330000000001
19246,No Longer Needed,2022-04-09,246.96900000000002
19249,Damaged,2022-11-01,3923.523
19251,Wrong Item,2024-11-29,586.332
19252,Wrong Item,2022-10-09,1437.165
19259,Damaged,2023-08-26,384.273
19262,No Longer Needed,2025-09-08,1523.241
19264,Damaged,2023-03-22,1251.018
19267,Wrong Item,2023-05-04,2673.207
19268,Damaged,2023-04-28,1709.073
19271,Wrong Item,2022-07-13,2310.75
19273,Damaged,2025-10-10,548.4960000000001
19278,Damaged,2025-04-14,565.2090000000001
19279,No Longer Needed,2025-04-11,224.514
19289,Wrong Item,2023-12-17,227.322
19290,Damaged,2023-10-24,2970.891
19293,Wrong Item,2022-09-05,3367.413
19300,Wrong Item,2025-03-01,337.401
19307,Damaged,2025-07-16,2193.696
19309,No Longer Needed,2023-08-11,2918.646
19310,Damaged,2025-12-22,599.571
19311,No Longer Needed,2025-12-26,3828.9510000000005
19316,No Longer Needed,2022-09-04,2528.865
19318,Damaged,2023-11-09,3641.625
19322,Damaged,2025-12-03,134.019
19324,Wrong Item,2024-01-14,3030.93
19330,Wrong Item,2022-04-13,2898.7740000000003
19331,No Longer Needed,2022-04-09,1718.901
19336,Damaged,2024-11-08,1886.1840000000002
19337,Damaged,2024-02-23,3822.8489999999997
19339,Damaged,2024-10-16,1343.124
19340,No Longer Needed,2024-10-12,2177.415
19346,No Longer Needed,2025-11-26,431.712
19347,No Longer Needed,2022-07-29,827.0550000000001
19348,Damaged,2023-10-18,1940.562
19351,No Longer Needed,2023-12-31,2394.549
19355,No Longer Needed,2024-08-09,189.072
19356,No Longer Needed,2022-03-30,626.526
19357,Damaged,2025-08-10,2325.0240000000003
19358,No Longer Needed,2024-10-25,1154.169
19359,No Longer Needed,2024-10-31,499.56300000000005
19361,Damaged,2022-06-15,2571.705
19363,Wrong Item,2023-11-04,3662.838
19365,Wrong Item,2025-01-17,2283.2729999999997
19368,Wrong Item,2023-05-24,964.0079999999999
19369,No Longer Needed,2023-05-19,3601.998
19375,Damaged,2023-06-30,3153.582
19377,Damaged,2024-11-14,452.961
19379,Damaged,2024-11-11,1966.8329999999999
19383,No Longer Needed,2024-06-20,3095.478
19388,Damaged,2025-10-15,1389.384
19389,Damaged,2025-10-21,188.613
19391,Wrong Item,2023-02-27,904.572
19393,No Longer Needed,2024-04-23,3318.57
19395,Wrong Item,2023-07-10,854.7210000000001
19398,No Longer Needed,2024-08-23,2649.636
19399,No Longer Needed,2024-08-23,2809.2780000000002
19400,Damaged,2022-09-15,2477.466
19401,Damaged,2023-01-01,1784.5739999999998
19404,Wrong Item,2023-05-27,777.8340000000001
19410,Wrong Item,2023-03-02,1388.97
19412,No Longer Needed,2024-02-17,801.81
19413,Wrong Item,2024-02-23,1851.993
19417,Wrong Item,2024-08-26,1145.133
19418,Damaged,2024-08-29,1424.3760000000002
19419,No Longer Needed,2024-08-30,2325.393
19420,No Longer Needed,2022-11-22,1053.27
19421,Wrong Item,2022-11-26,3362.886
19424,No Longer Needed,2023-09-30,1839.627
19427,Damaged,2022-12-12,1265.535
19442,Damaged,2024-12-30,2370.402
19444,Wrong Item,2025-04-07,1794.78
19446,Damaged,2024-11-06,1594.9170000000001
19447,No Longer Needed,2024-11-09,2144.7810000000004
19449,Damaged,2025-02-23,199.125
19453,No Longer Needed,2024-01-06,275.81399999999996
19459,No Longer Needed,2022-11-27,2351.1240000000003
19467,Damaged,2022-03-14,313.79400000000004
19470,Damaged,2022-02-11,1766.709
19473,No Longer Needed,2025-12-06,3505.896
19475,Damaged,2024-11-18,3104.019
19476,Wrong Item,2022-11-15,186.696
19477,No Longer Needed,2022-11-22,1545.84
19479,Wrong Item,2022-05-09,2447.424
19482,Wrong Item,2023-09-03,2458.89
19483,No Longer Needed,2022-11-19,1417.7250000000001
19486,Wrong Item,2022-06-07,3389.949
19490,Wrong Item,2023-07-18,1435.689
19491,Wrong Item,2023-07-22,2852.3250000000003
19493,No Longer Needed,2024-04-26,534.15
19503,No Longer Needed,2023-10-24,130.878
19507,No Longer Needed,2022-11-13,440.199
19509,No Longer Needed,2024-06-15,2978.757
19511,Wrong Item,2024-06-23,1343.6370000000002
19512,Wrong Item,2023-12-08,3218.076
19513,Wrong Item,2024-11-26,380.7
19514,Damaged,2024-11-20,2523.474
19516,Damaged,2025-10-06,1181.403
19522,Damaged,2023-11-12,888.2550000000001
19524,Damaged,2023-11-10,3350.547
19525,Damaged,2025-03-14,297.333
19528,No Longer Needed,2022-06-16,3279.7619999999997
19529,No Longer Needed,2022-06-19,2350.0350000000003
19531,Wrong Item,2023-05-30,1879.722
19532,Wrong Item,2023-05-30,1087.335
19533,No Longer Needed,2023-06-03,2336.715
19539,No Longer Needed,2023-09-23,2697.1200000000003
19544,Damaged,2025-12-04,628.92
19546,Damaged,2022-06-03,2046.222
19551,Wrong Item,2023-11-29,3795.4709999999995
19557,No Longer Needed,2023-09-13,711.225
19559,No Longer Needed,2023-10-07,1746.684
19560,Damaged,2022-09-15,1336.284
19563,Damaged,2023-08-06,2638.6200000000003
19564,Damaged,2024-09-28,1990.2060000000001
19567,Damaged,2025-04-19,2168.991
19568,Wrong Item,2023-12-22,1369.656
19570,Wrong Item,2024-04-20,423.45
19576,Wrong Item,2023-05-03,3791.9430000000007
19577,Wrong Item,2023-05-02,2055.258
19579,No Longer Needed,2025-02-09,4014.7290000000003
19583,Wrong Item,2022-08-09,2528.172
19585,No Longer Needed,2023-07-24,2550.708
19588,No Longer Needed,2023-09-17,2520.306
19591,No Longer Needed,2023-02-10,597.366
19594,Wrong Item,2024-12-22,2951.8740000000003
19601,Wrong Item,2022-07-29,503.58599999999996
19603,Damaged,2024-12-13,2526.6780000000003
19616,Wrong Item,2022-06-11,3512.196
19621,No Longer Needed,2022-07-19,1342.368
19622,Wrong Item,2022-07-19,2871.1890000000003
19625,No Longer Needed,2025-11-10,2191.4100000000003
19631,No Longer Needed,2025-05-05,1364.94
19637,Wrong Item,2022-04-21,3116.268
19639,Damaged,2022-01-08,4097.286
19645,Damaged,2022-06-11,2382.003
19657,Wrong Item,2022-01-16,2178.396
19662,Damaged,2025-08-24,647.919
19672,Wrong Item,2023-06-12,3035.871
19673,Wrong Item,2024-09-08,2292.786
19677,No Longer Needed,2022-11-21,1457.9550000000002
19679,No Longer Needed,2024-06-20,3028.6530000000002
19681,Damaged,2023-09-25,494.24399999999997
19684,No Longer Needed,2023-03-18,268.29
19685,Wrong Item,2023-03-17,2876.841
19688,No Longer Needed,2024-08-14,3440.9880000000003
19691,No Longer Needed,2024-05-18,1780.533
19694,Wrong Item,2025-11-18,3095.838
19696,Damaged,2023-11-05,3748.887
19697,Wrong Item,2023-11-02,628.992
19698,No Longer Needed,2023-10-29,1734.0120000000002
19704,Damaged,2024-08-10,1316.727
19705,Damaged,2024-08-12,3442.59
19706,Damaged,2024-08-05,2879.442
19709,Damaged,2022-05-14,165.798
19710,Wrong Item,2022-05-12,1175.625
19711,No Longer Needed,2025-03-09,1774.107
19713,Damaged,2023-11-12,391.49100000000004
19714,Wrong Item,2022-12-21,2642.6340000000005
19717,No Longer Needed,2022-01-23,2966.319
19718,No Longer Needed,2023-07-02,2643.84
19721,No Longer Needed,2025-09-29,248.87699999999998
19728,Wrong Item,2024-01-20,3592.539
19732,Damaged,2022-11-27,783.468
19733,No Longer Needed,2025-10-27,483.70500000000004
19735,Damaged,2024-01-25,1276.866
19737,Wrong Item,2024-01-24,3851.505
19739,Damaged,2024-10-24,2905.335
19740,Wrong Item,2024-10-27,813.2130000000001
19742,Damaged,2022-10-18,3325.437
19743,Damaged,2025-11-16,2230.497
19745,No Longer Needed,2025-03-03,1449.495
19751,No Longer Needed,2025-07-13,2492.1090000000004
19757,Wrong Item,2023-11-01,567.153
19758,Damaged,2023-10-28,1388.853
19759,Damaged,2023-01-25,2007.9810000000002
19762,Damaged,2025-12-28,387.774
19764,Wrong Item,2026-01-01,733.743
19767,Damaged,2022-12-23,3438.558
19771,Wrong Item,2024-12-22,961.4250000000001
19772,Wrong Item,2024-11-15,2742.426
19774,No Longer Needed,2024-04-01,3463.533
19776,No Longer Needed,2023-11-15,2683.0530000000003
19780,Wrong Item,2023-12-25,1645.3980000000001
19785,Damaged,2022-11-27,2099.7630000000004
19787,Wrong Item,2023-06-13,2791.008
19791,Wrong Item,2025-03-19,634.653
19793,Damaged,2022-02-19,2916.324
19795,Damaged,2024-04-02,274.365
19799,No Longer Needed,2024-12-06,385.938
19806,No Longer Needed,2023-01-03,4039.533
19808,Damaged,2025-09-15,1464.957
19809,No Longer Needed,2025-09-16,3595.302
19813,Wrong Item,2023-10-28,3604.491
19816,No Longer Needed,2025-05-08,3898.377
19817,Wrong Item,2025-05-06,1632.564
19824,Damaged,2025-10-27,1438.0829999999999
19825,Wrong Item,2025-10-30,1294.956
19827,Wrong Item,2025-10-21,1337.94
19828,No Longer Needed,2025-10-18,488.31300000000005
19831,Wrong Item,2025-02-12,657.774
19834,Damaged,2024-04-03,1718.2350000000001
19835,No Longer Needed,2024-04-02,333.126
19836,No Longer Needed,2024-04-03,415.20599999999996
19839,No Longer Needed,2024-08-21,2586.5280000000002
19842,Wrong Item,2022-07-15,3141.414
19844,No Longer Needed,2023-12-26,1832.607
19856,No Longer Needed,2025-05-31,3283.497
19857,Damaged,2025-06-02,1039.752
19858,Damaged,2022-02-24,2397.789
19860,Wrong Item,2022-12-16,2721.9060000000004
19862,No Longer Needed,2025-08-18,2187.396
19864,Damaged,2023-02-22,3399.309
19865,Damaged,2022-06-14,1747.233
19866,Damaged,2022-06-15,3007.143
19875,No Longer Needed,2025-04-08,2730.402
19877,Damaged,2024-11-15,2260.5119999999997
19878,No Longer Needed,2024-11-12,3597.3810000000003
19879,Damaged,2022-11-23,1578.474
19880,Wrong Item,2025-10-30,3121.5240000000003
19886,No Longer Needed,2024-05-08,3825.4680000000003
19889,No Longer Needed,2022-11-06,927.234
19894,No Longer Needed,2024-10-04,2050.731
19895,No Longer Needed,2024-11-23,2967.0840000000003
19897,Wrong Item,2024-11-20,1652.463
19899,Damaged,2022-02-17,3843.0090000000005
19901,Wrong Item,2024-12-17,1886.994
19903,No Longer Needed,2025-12-19,457.02000000000004
19904,No Longer Needed,2025-12-16,3598.4700000000003
19912,Damaged,2023-11-26,1460.349
19914,Wrong Item,2022-10-11,2130.633
19915,Wrong Item,2022-04-15,1156.797
19917,Wrong Item,2022-10-20,1269.531
19918,Wrong Item,2022-10-16,370.791
19919,No Longer Needed,2022-10-23,3257.784
19921,No Longer Needed,2024-06-25,3148.101
19925,No Longer Needed,2025-01-18,2156.904
19927,Wrong Item,2025-06-20,1521.927
19931,Damaged,2023-10-23,2075.598
19935,No Longer Needed,2023-06-22,1013.616
19937,Damaged,2022-09-20,3218.049
19941,Wrong Item,2025-04-10,1465.497
19945,Damaged,2023-12-26,1829.682
19950,No Longer Needed,2025-09-25,1200.861
19954,Wrong Item,2025-07-14,2724.147
19958,No Longer Needed,2024-08-19,2782.44
19960,Wrong Item,2022-07-13,298.21500000000003
19961,No Longer Needed,2022-07-09,3460.788
19962,Damaged,2022-07-07,2886.3630000000003
19965,Damaged,2024-11-25,1195.776
19970,Damaged,2023-12-02,771.2460000000001
19974,Damaged,2023-07-28,2895.651
19975,Damaged,2024-04-09,2216.4840000000004
19977,Damaged,2023-07-11,2461.779
19979,Wrong Item,2023-07-09,423.0
19984,No Longer Needed,2023-11-05,4354.038
19986,Wrong Item,2023-11-07,3647.187
19989,Damaged,2022-01-28,476.42400000000004
19994,Damaged,2024-08-04,2958.435
19995,No Longer Needed,2024-06-19,2516.0310000000004
19996,No Longer Needed,2024-06-18,2329.479
19997,Wrong Item,2024-06-21,3698.505
19998,Damaged,2022-06-22,3282.471
20002,Damaged,2023-11-13,1682.748
20004,Wrong Item,2025-05-21,833.2470000000001
20006,No Longer Needed,2025-05-23,270.783
20010,Damaged,2023-11-12,273.42900000000003
20020,Wrong Item,2022-10-09,1878.1560000000002
20024,Damaged,2023-11-18,662.1750000000001
20026,No Longer Needed,2022-05-14,4017.717
20032,No Longer Needed,2023-12-26,588.366
20034,Wrong Item,2025-03-04,223.938
20035,Damaged,2023-07-20,667.215
20036,Wrong Item,2022-08-28,2586.816
20037,Damaged,2025-09-25,2980.611
20040,No Longer Needed,2024-08-13,1481.499
20051,Wrong Item,2022-08-31,1459.701
20055,Damaged,2022-11-13,2866.221
20056,Wrong Item,2022-02-10,822.1410000000001
20058,No Longer Needed,2022-08-25,1365.3809999999999
20059,Wrong Item,2022-08-20,994.2030000000001
20060,No Longer Needed,2023-01-21,3057.597
20062,Wrong Item,2025-02-17,2370.618
20064,No Longer Needed,2024-10-12,1174.113
20068,Wrong Item,2024-11-26,325.71900000000005
20071,Wrong Item,2022-07-14,401.472
20075,Damaged,2023-06-01,2463.849
20079,No Longer Needed,2022-07-04,2173.176
20080,Damaged,2025-11-26,3553.4159999999997
20081,Damaged,2025-08-05,655.4250000000001
20082,No Longer Needed,2025-08-03,3181.491
20090,No Longer Needed,2024-05-22,916.2090000000001
20091,Damaged,2025-12-28,1754.586
20092,Wrong Item,2025-12-30,3015.504
20093,No Longer Needed,2025-12-31,3535.407
20097,Damaged,2024-09-09,689.796
20104,No Longer Needed,2023-11-26,2365.146
20106,Wrong Item,2022-02-22,3348.963
20112,Damaged,2023-09-04,3180.375
20119,Damaged,2023-10-29,3067.4880000000003
20121,Wrong Item,2024-09-11,2729.052
20122,Wrong Item,2025-06-03,747.4140000000001
20123,No Longer Needed,2025-05-28,3085.812
20126,Wrong Item,2023-12-09,3001.86
20132,Damaged,2024-12-29,1400.211
20134,No Longer Needed,2022-11-26,2598.039
20135,Damaged,2025-06-13,2046.069
20137,No Longer Needed,2025-06-11,339.65999999999997
20140,Wrong Item,2025-06-08,832.167
20142,No Longer Needed,2025-06-10,2288.7810000000004
20144,No Longer Needed,2023-10-09,3345.183
20147,No Longer Needed,2022-12-30,1350.081
20148,Wrong Item,2022-12-27,3380.589
20154,No Longer Needed,2025-07-12,1053.3600000000001
20157,No Longer Needed,2025-06-12,2827.17
20158,No Longer Needed,2025-06-05,945.441
20160,Damaged,2022-11-14,96.63300000000001
20168,Damaged,2024-07-07,317.601
20170,Damaged,2024-07-15,832.779
20176,Damaged,2023-06-27,325.602
20180,No Longer Needed,2022-12-05,2264.733
20181,No Longer Needed,2024-04-26,2585.232
20191,Wrong Item,2024-04-24,1886.661
20192,No Longer Needed,2024-04-24,3292.839
20194,No Longer Needed,2024-03-03,195.525
20198,Wrong Item,2022-08-15,506.76300000000003
20200,Wrong Item,2025-12-31,259.11
20201,No Longer Needed,2025-11-07,3753.441
20205,Wrong Item,2022-12-20,3079.854
20210,No Longer Needed,2022-06-14,1957.905
20212,No Longer Needed,2024-04-03,2177.1
20217,Damaged,2024-12-07,2216.205
20220,Wrong Item,2023-11-06,2543.2740000000003
20226,No Longer Needed,2023-11-22,3510.855
20229,No Longer Needed,2025-11-20,702.306
20236,Damaged,2025-07-24,3244.338
20238,Wrong Item,2024-10-21,438.55199999999996
20239,Wrong Item,2024-10-20,3305.9610000000002
20240,No Longer Needed,2025-06-09,3198.726
20241,Damaged,2024-12-15,1279.701
20243,Damaged,2023-12-08,1520.0100000000002
20247,No Longer Needed,2023-01-08,3089.718
20249,Wrong Item,2022-03-26,1049.877
20250,Damaged,2022-03-21,2537.739
20259,Wrong Item,2024-01-02,1300.518
20269,Wrong Item,2025-12-24,2996.946
20270,No Longer Needed,2024-11-29,2408.868
20272,Damaged,2024-02-07,4179.168000000001
20279,Wrong Item,2025-09-25,3886.7129999999997
20280,Wrong Item,2025-09-19,898.6410000000001
20282,No Longer Needed,2025-10-26,3154.293
20286,No Longer Needed,2023-09-20,1591.776
20287,No Longer Needed,2023-06-04,2515.3740000000003
20290,Damaged,2024-05-01,4003.5060000000003
20291,No Longer Needed,2024-04-29,533.745
20294,Damaged,2025-01-05,2047.626
20296,Damaged,2023-01-17,2923.443
20304,Damaged,2025-10-13,1932.7770000000003
20311,Wrong Item,2022-12-25,3105.702
20318,No Longer Needed,2023-02-26,2789.775
20320,Wrong Item,2025-04-21,1337.49
20321,Wrong Item,2022-01-24,743.976
20322,No Longer Needed,2024-06-16,224.361
20323,No Longer Needed,2024-06-16,2520.891
20327,Wrong Item,2024-10-12,776.4119999999999
20329,Wrong Item,2025-10-05,1389.996
20331,Damaged,2022-03-06,3512.9880000000003
20333,No Longer Needed,2023-07-11,224.415
20336,Wrong Item,2024-02-29,332.14500000000004
20337,Damaged,2023-05-17,2591.9100000000003
20338,No Longer Needed,2023-05-13,2000.4119999999998
20340,Damaged,2025-12-28,1372.059
20343,No Longer Needed,2022-11-25,3587.175
20344,Damaged,2024-10-22,3809.358
20345,No Longer Needed,2024-10-21,2497.797
20346,No Longer Needed,2024-10-17,2590.038
20353,Damaged,2025-11-24,2325.753
20354,No Longer Needed,2023-03-24,640.0980000000001
20356,No Longer Needed,2023-03-24,2688.264
20359,No Longer Needed,2024-04-12,1111.806
20361,Damaged,2022-04-29,3424.725
20362,Wrong Item,2022-05-06,2233.089
20363,Wrong Item,2024-10-13,161.469
20369,Damaged,2024-02-13,1244.727
20372,No Longer Needed,2022-09-26,2233.953
20373,No Longer Needed,2022-09-30,957.9510000000001
20374,Wrong Item,2025-11-22,2346.993
20379,No Longer Needed,2025-11-18,3045.8520000000003
20381,Damaged,2022-12-28,1645.92
20387,No Longer Needed,2025-08-20,3060.369
20388,No Longer Needed,2025-08-10,1049.391
20392,Damaged,2025-06-22,1719.783
20394,Damaged,2024-05-30,1661.1570000000002
20399,No Longer Needed,2022-11-21,2622.258
20401,Wrong Item,2023-10-26,2378.7090000000003
20403,Damaged,2023-06-19,4049.5950000000003
20404,No Longer Needed,2025-12-07,3837.249
20406,Wrong Item,2022-06-20,3602.907
20408,Wrong Item,2022-06-16,743.877
20413,Wrong Item,2024-06-02,2904.633
20414,Damaged,2024-06-03,4075.227
20415,Damaged,2024-05-28,145.053
20418,Damaged,2025-09-10,2760.435
20420,Wrong Item,2024-12-05,1792.116
20422,No Longer Needed,2024-12-03,598.419
20423,Damaged,2025-08-15,3639.699
20425,No Longer Needed,2023-05-11,1174.95
20428,Damaged,2022-09-24,2653.0200000000004
20430,Damaged,2023-03-08,2241.369
20435,Wrong Item,2024-12-09,2940.597
20436,Damaged,2023-08-10,1241.424
20442,Damaged,2024-09-14,910.575
20446,No Longer Needed,2025-04-16,512.667
20447,No Longer Needed,2024-01-11,3460.716
20448,No Longer Needed,2024-01-18,612.81
20451,Wrong Item,2022-07-29,2059.443
20452,No Longer Needed,2025-01-29,3240.954
20465,Damaged,2025-03-13,2914.8030000000003
20478,Damaged,2025-10-20,3579.813
20480,Damaged,2023-03-16,1157.283
20481,Damaged,2025-12-13,1606.662
20482,Wrong Item,2025-12-20,2583.2520000000004
20483,No Longer Needed,2024-04-09,1755.3329999999999
20486,Damaged,2023-07-30,1586.916
20487,Wrong Item,2023-07-30,1595.853
20488,Wrong Item,2022-10-20,2708.316
20491,Damaged,2024-11-21,2499.372
20492,Wrong Item,2024-11-24,1226.142
20493,Wrong Item,2024-11-24,1209.159
20499,No Longer Needed,2024-10-23,1466.226
20500,Wrong Item,2024-05-18,541.611
20502,Damaged,2023-03-22,772.263
20503,No Longer Needed,2022-04-05,2148.264
20515,Damaged,2023-10-26,2941.2450000000003
20516,Damaged,2024-10-13,1510.5510000000002
20517,Wrong Item,2024-10-10,3112.047
20519,No Longer Needed,2022-08-14,2135.457
20520,No Longer Needed,2022-08-10,162.94500000000002
20522,No Longer Needed,2025-07-08,2582.4060000000004
20523,Damaged,2025-07-05,1866.8700000000001
20524,No Longer Needed,2023-08-14,2612.367
20525,Damaged,2025-09-21,3046.914
20526,No Longer Needed,2025-09-19,2867.715
20528,Wrong Item,2024-05-23,1942.137
20529,Damaged,2023-10-01,274.725
20532,No Longer Needed,2023-09-19,2328.1560000000004
20536,Wrong Item,2022-03-15,2366.838
20537,No Longer Needed,2022-03-20,2745.7740000000003
20541,Damaged,2022-01-16,2241.027
20555,Wrong Item,2023-12-18,2583.99
20562,Wrong Item,2022-06-09,2496.591
20563,Damaged,2025-02-19,1580.193
20565,No Longer Needed,2025-02-09,3601.827
20567,No Longer Needed,2022-03-26,354.546
20571,No Longer Needed,2025-06-23,3378.8250000000003
20575,No Longer Needed,2024-09-11,3019.9590000000003
20577,Damaged,2025-07-04,2530.926
20579,Wrong Item,2025-07-11,528.894
20583,No Longer Needed,2024-10-24,3274.7850000000003
20584,No Longer Needed,2024-10-30,1120.113
20586,Damaged,2025-02-21,623.043
20588,Damaged,2023-05-05,1722.186
20589,No Longer Needed,2023-05-12,561.321
20592,Wrong Item,2025-11-15,383.733
20605,Wrong Item,2022-08-10,3102.597
20613,Wrong Item,2022-11-11,1587.0420000000001
20614,No Longer Needed,2022-08-02,4303.062000000001
20616,Wrong Item,2022-07-27,2915.973
20617,Wrong Item,2022-07-01,1443.852
20618,Wrong Item,2024-03-10,574.6410000000001
20622,Damaged,2024-10-02,3658.068
20628,No Longer Needed,2022-11-29,737.667
20630,No Longer Needed,2022-10-19,2296.485
20636,No Longer Needed,2024-04-12,1534.1940000000002
20642,Damaged,2024-10-15,3914.136
20653,Wrong Item,2024-04-25,1079.388
20666,No Longer Needed,2025-11-30,3357.504
20667,Damaged,2025-12-02,989.793
20668,Damaged,2023-09-15,706.041
20670,Wrong Item,2024-07-13,2671.632
20673,Damaged,2022-12-31,3385.116
20685,No Longer Needed,2025-12-15,4260.6
20693,No Longer Needed,2025-01-27,1855.314
20694,Wrong Item,2024-06-15,1215.9
20696,No Longer Needed,2024-11-21,2863.944
20697,No Longer Needed,2024-11-24,203.22000000000003
20700,Wrong Item,2025-11-24,492.47100000000006
20706,Damaged,2023-06-09,1155.924
20709,No Longer Needed,2024-10-10,527.328
20710,Damaged,2024-12-08,2278.143
20711,No Longer Needed,2024-12-04,1749.843
20713,Wrong Item,2023-01-30,153.54
20721,Wrong Item,2025-05-16,2932.3979999999997
20722,No Longer Needed,2025-05-18,3192.6420000000003
20723,Wrong Item,2025-05-19,2946.33
20725,Damaged,2023-12-17,297.37800000000004
20726,No Longer Needed,2022-12-01,2901.447
20727,Wrong Item,2022-12-06,943.3710000000001
20730,Wrong Item,2025-04-25,368.928
20733,Wrong Item,2024-12-13,1979.6670000000001
20734,Wrong Item,2024-12-14,1240.5600000000002
20739,No Longer Needed,2024-01-03,2795.049
20742,Wrong Item,2023-12-11,2269.098
20743,No Longer Needed,2023-12-10,568.377
20745,Damaged,2025-06-25,3964.5900000000006
20746,No Longer Needed,2025-12-31,348.903
20749,Damaged,2024-06-30,1358.469
20754,No Longer Needed,2022-12-22,215.28900000000002
20758,Damaged,2024-09-11,1803.0690000000002
20762,No Longer Needed,2023-02-19,2985.705
20766,No Longer Needed,2024-11-04,1259.7930000000001
20767,No Longer Needed,2024-11-03,3269.223
20771,Wrong Item,2025-01-27,3366.855
20772,Wrong Item,2025-01-26,2476.0170000000003
20775,Damaged,2022-06-24,3567.177
20778,Wrong Item,2025-12-23,2957.8590000000004
20783,Damaged,2024-09-29,2527.299
20784,No Longer Needed,2023-10-26,1929.15
20789,No Longer Needed,2023-04-23,1620.252
20792,Wrong Item,2024-06-14,916.101
20795,Damaged,2025-11-14,488.628
20797,Damaged,2022-09-19,1509.066
20799,Damaged,2022-10-31,1502.73
20800,Wrong Item,2022-09-27,3716.874
20801,Damaged,2022-09-24,1449.09
20802,Wrong Item,2022-09-30,3104.361
20809,No Longer Needed,2023-12-21,3215.9880000000003
20813,No Longer Needed,2025-06-23,3481.776
20814,Damaged,2025-06-29,2767.068
20818,No Longer Needed,2024-11-23,379.728
20819,No Longer Needed,2024-04-10,3006.4320000000002
20821,No Longer Needed,2024-10-30,2748.699
20823,Damaged,2024-10-26,1684.008
20825,Damaged,2022-08-17,160.074
20826,Wrong Item,2022-08-20,4003.902
20830,Wrong Item,2022-10-24,2651.913
20836,Wrong Item,2022-12-13,411.705
20839,Damaged,2023-03-24,1499.94
20841,No Longer Needed,2023-03-26,1823.814
20848,Wrong Item,2022-12-07,3561.741
20852,No Longer Needed,2024-10-12,2305.422
20854,Damaged,2024-10-16,3262.104
20858,Wrong Item,2024-10-28,155.421
20860,Wrong Item,2023-02-21,1920.087
20861,No Longer Needed,2023-10-12,526.761
20871,Wrong Item,2025-05-29,2877.489
20872,No Longer Needed,2025-05-30,2934.216
20874,Wrong Item,2023-05-06,535.671
20879,No Longer Needed,2024-11-14,3785.6430000000005
20885,Wrong Item,2024-05-24,2538.891
20886,Damaged,2024-05-22,951.579
20888,Wrong Item,2024-05-02,2981.547
20890,Wrong Item,2024-11-29,2344.383
20892,No Longer Needed,2025-01-30,4079.583
20893,Wrong Item,2025-02-01,2367.504
20895,No Longer Needed,2023-04-10,1915.7130000000002
20896,Damaged,2023-04-11,4275.549
20901,No Longer Needed,2024-09-23,2504.34
20906,Damaged,2024-05-07,389.655
20907,Wrong Item,2024-05-05,243.063
20911,No Longer Needed,2024-08-29,2248.7490000000003
20916,No Longer Needed,2022-09-29,2778.21
20917,Damaged,2023-09-10,2853.207
20919,No Longer Needed,2023-10-10,678.114
20921,Damaged,2022-10-07,1206.612
20927,Wrong Item,2025-12-21,217.071
20931,No Longer Needed,2025-04-30,686.34
20937,Wrong Item,2022-07-19,919.431
20940,Wrong Item,2022-04-22,2553.6600000000003
20949,Damaged,2025-10-30,1957.8060000000003
20950,Wrong Item,2025-10-31,3074.8590000000004
20951,Wrong Item,2025-07-23,3635.136
20955,No Longer Needed,2025-06-17,2386.404
20956,Damaged,2023-10-19,2648.61
20959,No Longer Needed,2025-09-06,3991.185
20961,No Longer Needed,2022-01-25,647.325
20966,Wrong Item,2024-01-26,394.95599999999996
20967,No Longer Needed,2022-10-04,909.3960000000001
20968,No Longer Needed,2022-10-06,1785.537
