order_id,customer_id,order_date,payment_mode,order_status,order_channel
7982,1640,2023-05-14,UPI,Returned,Web
7983,1277,2023-06-16,COD,Delivered,Web
7984,1265,2025-10-10,COD,Delivered,App
7985,115,2025-04-25,Wallet,Delivered,App
7986,553,2023-08-18,UPI,Cancelled,Web
7987,277,2023-10-25,UPI,Delivered,Web
7988,739,2024-12-06,Wallet,Cancelled,App
7989,768,2024-11-20,Wallet,Returned,Web
7990,649,2023-03-28,UPI,Delivered,Web
7991,375,2022-02-07,Wallet,Delivered,Web
7992,1909,2022-04-22,Wallet,Returned,App
7993,785,2024-10-21,Wallet,Delivered,Web
7994,612,2023-06-10,Wallet,Delivered,App
7995,802,2025-08-26,UPI,Delivered,Web
7996,253,2024-08-13,UPI,Delivered,App
7997,343,2023-05-13,UPI,Delivered,App
7998,196,2022-10-07,UPI,Delivered,Web
7999,544,2022-12-13,Wallet,Returned,Web
8000,875,2025-06-07,COD,Delivered,Web
8001,695,2024-08-02,UPI,Returned,App
8002,1407,2024-08-26,COD,Delivered,App
8003,1919,2023-11-23,UPI,Delivered,App
8004,1863,2025-01-17,Wallet,Delivered,Web
8005,1908,2024-11-17,Wallet,Delivered,Web
8006,616,2022-07-24,Wallet,Delivered,App
8007,299,2024-12-19,Wallet,Delivered,App
8008,442,2025-11-21,UPI,Delivered,App
8009,1454,2024-06-10,COD,Delivered,Web
8010,1609,2024-09-03,Wallet,Delivered,App
8011,1358,2022-01-10,Wallet,Delivered,Web
8012,315,2022-11-15,COD,Delivered,Web
8013,1058,2024-10-24,COD,Delivered,Web
8014,1696,2023-06-23,UPI,Delivered,Web
8015,1141,2023-11-17,Wallet,Delivered,Web
8016,259,2025-11-17,COD,Delivered,App
8017,1825,2025-12-10,UPI,Delivered,Web
8018,535,2022-12-15,Wallet,Delivered,Web
8019,148,2024-01-18,Wallet,Delivered,Web
8020,1972,2025-06-10,UPI,Delivered,App
8021,1653,2022-06-18,Wallet,Delivered,Web
8022,101,2023-11-26,COD,Delivered,Web
8023,1480,2022-01-03,Wallet,Delivered,Web
8024,278,2022-03-11,UPI,Cancelled,Web
8025,1216,2023-11-17,UPI,Delivered,Web
8026,385,2025-07-13,Wallet,Delivered,App
8027,570,2022-11-04,UPI,Returned,Web
8028,1147,2022-08-07,Wallet,Delivered,Web
8029,1195,2024-12-04,Wallet,Delivered,App
8030,350,2022-10-16,UPI,Delivered,Web
8031,1981,2024-04-24,UPI,Delivered,Web
8032,1062,2024-01-15,COD,Delivered,Web
8033,183,2023-12-11,Wallet,Delivered,Web
8034,1683,2025-04-18,Wallet,Delivered,Web
8035,193,2025-11-04,UPI,Delivered,App
8036,1185,2023-05-28,Wallet,Delivered,Web
8037,1539,2025-11-24,COD,Delivered,Web
8038,660,2022-12-18,UPI,Cancelled,Web
8039,373,2024-10-21,Wallet,Delivered,App
8040,745,2024-11-25,UPI,Delivered,App
8041,11,2024-10-28,Wallet,Delivered,Web
8042,376,2022-11-14,UPI,Delivered,Web
8043,648,2023-11-09,Wallet,Delivered,Web
8044,775,2024-09-12,COD,Delivered,Web
8045,186,2022-11-28,UPI,Delivered,Web
8046,1030,2025-04-11,Wallet,Delivered,Web
8047,646,2025-09-13,UPI,Delivered,App
8048,1113,2023-10-25,Wallet,Delivered,App
8049,734,2023-03-09,Wallet,Delivered,Web
8050,182,2025-05-27,Wallet,Delivered,App
8051,999,2023-09-06,COD,Delivered,App
8052,1223,2023-04-07,COD,Cancelled,App
8053,170,2023-11-16,UPI,Cancelled,App
8054,1582,2025-10-18,Wallet,Delivered,App
8055,342,2024-07-04,UPI,Delivered,App
8056,1595,2025-01-13,UPI,Delivered,App
8057,1900,2022-05-04,Wallet,Delivered,App
8058,248,2025-09-09,Wallet,Delivered,App
8059,201,2023-04-20,UPI,Delivered,Web
8060,367,2024-04-22,COD,Delivered,App
8061,741,2023-10-15,Wallet,Returned,App
8062,145,2022-10-02,Wallet,Delivered,Web
8063,1560,2022-10-25,COD,Delivered,App
8064,1654,2025-06-28,COD,Delivered,Web
8065,548,2025-07-13,UPI,Delivered,Web
8066,546,2025-09-01,UPI,Delivered,App
8067,653,2023-10-08,COD,Delivered,Web
8068,1662,2025-09-17,UPI,Delivered,Web
8069,1503,2024-11-27,COD,Delivered,Web
8070,1791,2022-01-24,COD,Cancelled,App
8071,1593,2025-03-24,UPI,Returned,App
8072,908,2025-06-19,COD,Delivered,Web
8073,1811,2025-07-12,COD,Delivered,Web
8074,1852,2022-11-25,Wallet,Delivered,App
8075,1254,2023-02-18,COD,Delivered,App
8076,526,2023-12-14,Wallet,Returned,App
8077,1717,2022-12-18,COD,Returned,Web
8078,631,2025-04-21,Wallet,Delivered,App
8079,605,2022-04-17,COD,Cancelled,Web
8080,1869,2024-11-02,COD,Delivered,Web
8081,721,2025-07-08,Wallet,Delivered,Web
8082,207,2024-11-05,Wallet,Cancelled,App
8083,1742,2023-12-12,UPI,Returned,App
8084,1873,2024-09-06,UPI,Returned,App
8085,992,2024-11-07,UPI,Returned,App
8086,1797,2025-04-01,COD,Delivered,App
8087,1232,2022-12-10,Wallet,Delivered,Web
8088,202,2024-07-04,COD,Delivered,App
8089,1655,2024-09-24,COD,Delivered,App
8090,313,2022-12-24,Wallet,Cancelled,Web
8091,1551,2024-10-03,COD,Delivered,App
8092,169,2024-10-25,UPI,Delivered,Web
8093,1465,2025-10-24,COD,Delivered,App
8094,419,2023-01-11,UPI,Cancelled,Web
8095,731,2022-06-11,COD,Cancelled,Web
8096,1672,2022-07-24,COD,Delivered,App
8097,1123,2024-05-23,COD,Delivered,App
8098,92,2025-10-23,Wallet,Delivered,App
8099,1674,2022-07-09,Wallet,Delivered,App
8100,561,2025-05-11,UPI,Returned,App
8101,819,2022-01-22,Wallet,Delivered,App
8102,487,2024-04-18,Wallet,Delivered,Web
8103,591,2025-08-24,COD,Delivered,App
8104,1142,2025-05-22,Wallet,Cancelled,App
8105,1934,2025-12-21,COD,Delivered,App
8106,827,2024-09-13,COD,Delivered,Web
8107,285,2022-10-03,UPI,Delivered,Web
8108,749,2024-04-19,UPI,Returned,Web
8109,1399,2022-07-25,UPI,Delivered,Web
8110,1253,2023-11-24,Wallet,Delivered,Web
8111,1232,2022-08-04,COD,Delivered,Web
8112,193,2024-05-05,Wallet,Returned,Web
8113,732,2022-04-17,UPI,Delivered,Web
8114,1147,2022-12-17,Wallet,Delivered,App
8115,1416,2022-09-21,UPI,Delivered,Web
8116,1127,2022-11-23,COD,Delivered,App
8117,1751,2022-07-07,UPI,Delivered,Web
8118,1236,2025-12-08,COD,Delivered,Web
8119,1366,2022-05-22,Wallet,Returned,App
8120,247,2025-12-25,Wallet,Delivered,Web
8121,1065,2024-08-20,UPI,Delivered,Web
8122,23,2024-02-21,Wallet,Delivered,App
8123,194,2023-05-08,Wallet,Delivered,Web
8124,876,2022-11-09,COD,Delivered,Web
8125,901,2024-09-17,Wallet,Delivered,App
8126,1871,2023-05-08,COD,Delivered,Web
8127,701,2024-12-27,UPI,Delivered,Web
8128,1498,2022-11-23,Wallet,Delivered,Web
8129,275,2025-11-03,UPI,Delivered,App
8130,1584,2024-01-19,UPI,Returned,App
8131,1912,2023-11-01,Wallet,Delivered,App
8132,234,2023-11-02,COD,Delivered,App
8133,202,2024-07-25,Wallet,Delivered,Web
8134,570,2023-10-22,Wallet,Delivered,Web
8135,44,2025-11-09,COD,Delivered,Web
8136,1377,2023-10-10,Wallet,Delivered,Web
8137,807,2023-10-27,Wallet,Delivered,Web
8138,1003,2023-10-04,UPI,Delivered,Web
8139,1047,2022-10-22,COD,Delivered,Web
8140,308,2025-08-02,COD,Delivered,App
8141,1026,2022-07-07,Wallet,Delivered,Web
8142,1601,2025-11-27,COD,Returned,App
8143,382,2024-11-28,UPI,Delivered,Web
8144,390,2022-12-16,UPI,Returned,App
8145,1109,2024-07-11,UPI,Delivered,Web
8146,1872,2024-06-15,COD,Delivered,App
8147,825,2022-12-14,Wallet,Delivered,App
8148,1839,2024-10-03,UPI,Delivered,App
8149,202,2024-06-03,COD,Delivered,Web
8150,434,2023-01-17,Wallet,Delivered,Web
8151,82,2023-07-25,Wallet,Delivered,App
8152,976,2024-11-28,COD,Delivered,Web
8153,1299,2022-09-23,UPI,Delivered,App
8154,942,2023-10-27,UPI,Returned,App
8155,189,2025-12-03,UPI,Cancelled,App
8156,1546,2022-09-28,Wallet,Delivered,App
8157,372,2025-07-08,UPI,Cancelled,Web
8158,267,2023-10-16,Wallet,Delivered,App
8159,1046,2022-08-22,COD,Delivered,Web
8160,1117,2024-09-26,UPI,Delivered,Web
8161,1652,2022-11-01,UPI,Delivered,Web
8162,767,2023-03-22,UPI,Delivered,Web
8163,262,2024-12-26,UPI,Delivered,App
8164,1447,2023-12-12,UPI,Delivered,App
8165,395,2022-09-19,UPI,Delivered,App
8166,1613,2023-06-01,UPI,Delivered,Web
8167,266,2023-06-27,COD,Delivered,Web
8168,617,2022-07-10,Wallet,Returned,Web
8169,413,2022-06-09,Wallet,Returned,Web
8170,1285,2022-07-22,UPI,Cancelled,Web
8171,467,2024-07-22,COD,Delivered,App
8172,1715,2025-10-15,COD,Returned,App
8173,1501,2023-03-01,Wallet,Cancelled,App
8174,5,2023-03-10,Wallet,Returned,App
8175,668,2025-07-28,Wallet,Delivered,Web
8176,813,2022-08-01,COD,Delivered,Web
8177,58,2022-09-15,Wallet,Delivered,Web
8178,655,2023-06-12,UPI,Delivered,Web
8179,1218,2022-05-09,UPI,Delivered,App
8180,1428,2023-01-20,COD,Cancelled,Web
8181,404,2023-12-04,UPI,Delivered,Web
8182,554,2022-12-12,Wallet,Delivered,App
8183,1377,2022-11-04,COD,Delivered,Web
8184,492,2024-11-17,COD,Cancelled,App
8185,854,2022-11-20,Wallet,Delivered,Web
8186,1886,2022-11-24,COD,Delivered,Web
8187,261,2022-08-19,UPI,Delivered,App
8188,591,2025-04-05,Wallet,Delivered,App
8189,1496,2023-12-06,Wallet,Delivered,App
8190,1247,2023-12-16,Wallet,Delivered,App
8191,1757,2024-04-16,UPI,Delivered,Web
8192,338,2024-10-17,UPI,Delivered,App
8193,383,2024-12-02,UPI,Cancelled,App
8194,765,2022-07-04,UPI,Delivered,Web
8195,1629,2023-09-28,Wallet,Delivered,Web
8196,18,2024-07-08,UPI,Delivered,Web
8197,1308,2023-10-02,UPI,Delivered,Web
8198,474,2022-02-01,COD,Delivered,App
8199,834,2023-10-14,COD,Delivered,Web
8200,491,2025-12-28,COD,Delivered,Web
8201,639,2024-12-03,COD,Delivered,Web
8202,314,2022-12-06,UPI,Cancelled,Web
8203,599,2025-06-19,COD,Delivered,Web
8204,993,2024-06-03,Wallet,Cancelled,App
8205,1280,2025-10-21,Wallet,Delivered,App
8206,1372,2022-11-13,UPI,Delivered,Web
8207,1020,2025-10-16,Wallet,Delivered,App
8208,526,2023-02-05,UPI,Delivered,App
8209,267,2025-09-17,Wallet,Returned,App
8210,1192,2023-04-13,UPI,Delivered,Web
8211,649,2025-09-09,COD,Delivered,Web
8212,235,2024-03-01,UPI,Delivered,App
8213,1975,2023-11-15,COD,Cancelled,App
8214,257,2025-02-10,COD,Delivered,Web
8215,1450,2022-11-05,Wallet,Returned,App
8216,1056,2022-05-11,Wallet,Delivered,App
8217,179,2023-04-08,COD,Delivered,Web
8218,490,2024-06-01,COD,Delivered,App
8219,1440,2022-06-20,Wallet,Delivered,App
8220,416,2024-01-12,COD,Delivered,App
8221,831,2024-10-23,Wallet,Delivered,App
8222,881,2022-10-13,Wallet,Delivered,App
8223,14,2022-12-13,Wallet,Delivered,App
8224,1726,2022-12-21,COD,Delivered,App
8225,562,2022-08-05,COD,Delivered,App
8226,266,2022-07-18,COD,Delivered,Web
8227,1707,2022-12-14,UPI,Delivered,Web
8228,578,2024-03-24,COD,Cancelled,App
8229,760,2023-03-25,COD,Cancelled,App
8230,1527,2024-03-22,Wallet,Delivered,Web
8231,410,2025-12-02,Wallet,Delivered,App
8232,490,2025-08-17,COD,Delivered,App
8233,505,2023-09-14,UPI,Returned,App
8234,814,2024-04-24,COD,Delivered,Web
8235,1230,2022-10-03,COD,Delivered,Web
8236,1527,2022-11-15,COD,Delivered,App
8237,1595,2023-06-19,Wallet,Delivered,App
8238,555,2024-05-02,Wallet,Returned,Web
8239,62,2025-12-21,COD,Returned,Web
8240,1795,2022-02-23,Wallet,Delivered,App
8241,688,2024-06-06,COD,Delivered,Web
8242,998,2024-10-19,COD,Returned,Web
8243,1412,2022-10-13,COD,Delivered,Web
8244,1464,2025-11-04,UPI,Delivered,App
8245,276,2022-05-22,Wallet,Delivered,Web
8246,68,2023-10-15,UPI,Returned,Web
8247,144,2023-02-23,COD,Delivered,Web
8248,1718,2022-12-10,Wallet,Delivered,Web
8249,166,2022-09-19,Wallet,Returned,Web
8250,582,2022-06-25,UPI,Delivered,App
8251,1309,2025-06-03,UPI,Delivered,App
8252,813,2024-11-04,COD,Delivered,App
8253,1541,2024-04-27,COD,Cancelled,App
8254,75,2025-01-02,COD,Delivered,App
8255,1728,2024-11-07,UPI,Delivered,Web
8256,1920,2022-09-24,UPI,Delivered,Web
8257,1940,2025-04-06,COD,Delivered,Web
8258,129,2023-11-19,UPI,Delivered,App
8259,1655,2023-12-22,COD,Returned,Web
8260,306,2022-03-13,COD,Delivered,Web
8261,757,2023-11-08,Wallet,Delivered,App
8262,881,2022-12-06,UPI,Delivered,App
8263,1070,2023-12-18,COD,Delivered,Web
8264,1571,2022-06-04,Wallet,Delivered,App
8265,285,2025-10-10,Wallet,Returned,App
8266,1070,2025-12-15,COD,Delivered,App
8267,83,2023-09-28,COD,Delivered,Web
8268,560,2022-11-06,Wallet,Delivered,Web
8269,1335,2022-09-11,Wallet,Delivered,App
8270,412,2023-10-01,COD,Cancelled,App
8271,1460,2023-05-08,Wallet,Delivered,Web
8272,359,2023-04-06,UPI,Cancelled,App
8273,1357,2022-12-03,UPI,Delivered,Web
8274,70,2024-11-07,UPI,Returned,App
8275,1389,2022-07-09,UPI,Delivered,Web
8276,159,2022-06-03,UPI,Delivered,App
8277,1216,2023-12-16,UPI,Delivered,Web
8278,890,2022-12-21,COD,Delivered,Web
8279,1220,2023-12-28,COD,Delivered,Web
8280,71,2022-12-26,Wallet,Delivered,App
8281,621,2023-01-19,Wallet,Delivered,App
8282,1539,2022-04-16,UPI,Returned,Web
8283,1409,2022-09-05,UPI,Delivered,App
8284,1496,2024-10-02,COD,Delivered,Web
8285,951,2025-01-08,COD,Delivered,App
8286,1439,2024-04-05,Wallet,Delivered,App
8287,603,2025-11-28,COD,Delivered,App
8288,1016,2023-09-09,UPI,Delivered,App
8289,214,2024-08-27,UPI,Cancelled,Web
8290,1439,2025-08-17,UPI,Delivered,App
8291,1958,2022-10-23,UPI,Delivered,App
8292,1031,2024-07-05,Wallet,Delivered,App
8293,753,2024-06-23,COD,Delivered,App
8294,423,2024-11-04,Wallet,Cancelled,Web
8295,1267,2025-08-27,Wallet,Delivered,Web
8296,1011,2022-03-25,Wallet,Delivered,App
8297,554,2023-04-12,UPI,Cancelled,App
8298,1171,2024-09-03,UPI,Delivered,Web
8299,1769,2022-08-23,COD,Cancelled,Web
8300,1865,2025-01-08,COD,Delivered,Web
8301,14,2022-07-17,COD,Delivered,App
8302,127,2024-09-17,COD,Cancelled,Web
8303,17,2022-06-14,COD,Delivered,Web
8304,113,2025-09-07,UPI,Delivered,App
8305,1095,2025-06-10,Wallet,Cancelled,Web
8306,274,2023-02-19,COD,Delivered,Web
8307,1919,2023-02-05,COD,Delivered,Web
8308,1475,2023-11-27,COD,Delivered,App
8309,1935,2022-10-01,Wallet,Delivered,Web
8310,1949,2024-01-17,COD,Delivered,Web
8311,531,2024-02-02,Wallet,Cancelled,App
8312,560,2025-03-02,UPI,Returned,App
8313,774,2025-12-02,COD,Returned,App
8314,1570,2022-11-05,Wallet,Delivered,Web
8315,1095,2023-11-27,UPI,Delivered,Web
8316,443,2023-10-27,Wallet,Delivered,Web
8317,376,2025-08-19,COD,Delivered,Web
8318,1340,2023-05-18,UPI,Delivered,Web
8319,1873,2024-02-15,Wallet,Delivered,App
8320,1206,2022-01-19,UPI,Cancelled,App
8321,836,2022-10-04,Wallet,Returned,Web
8322,76,2023-10-17,UPI,Delivered,App
8323,418,2023-12-15,UPI,Delivered,Web
8324,1794,2024-10-15,Wallet,Delivered,Web
8325,186,2024-04-26,Wallet,Delivered,App
8326,1866,2025-10-13,COD,Delivered,Web
8327,678,2024-10-18,COD,Cancelled,App
8328,887,2023-06-22,UPI,Delivered,App
8329,959,2024-12-13,UPI,Returned,App
8330,1114,2022-11-24,COD,Delivered,App
8331,1535,2022-07-06,UPI,Returned,App
8332,1494,2025-08-06,UPI,Delivered,App
8333,1409,2022-12-01,Wallet,Delivered,App
8334,1544,2024-10-11,COD,Delivered,Web
8335,241,2022-11-27,COD,Delivered,Web
8336,1575,2024-11-08,UPI,Returned,Web
8337,245,2023-12-24,UPI,Returned,App
8338,83,2024-12-03,UPI,Delivered,Web
8339,1048,2023-02-24,Wallet,Delivered,Web
8340,1773,2023-12-06,COD,Returned,App
8341,1336,2023-12-28,UPI,Delivered,Web
8342,1026,2022-08-10,UPI,Returned,Web
8343,1658,2022-08-11,UPI,Delivered,Web
8344,1935,2022-10-12,COD,Delivered,Web
8345,81,2023-04-12,COD,Delivered,Web
8346,652,2023-09-07,Wallet,Delivered,App
8347,114,2025-09-20,COD,Delivered,App
8348,1280,2022-10-22,Wallet,Delivered,App
8349,980,2023-09-06,Wallet,Delivered,App
8350,1836,2022-10-03,UPI,Delivered,App
8351,1136,2024-11-05,COD,Delivered,App
8352,1350,2023-10-18,Wallet,Delivered,Web
8353,1281,2024-09-23,UPI,Delivered,App
8354,396,2023-09-22,COD,Delivered,App
8355,1719,2025-07-24,UPI,Delivered,Web
8356,217,2022-12-16,Wallet,Delivered,App
8357,1773,2024-03-12,Wallet,Delivered,App
8358,556,2023-04-11,COD,Delivered,Web
8359,339,2023-11-04,UPI,Delivered,Web
8360,1026,2025-07-21,UPI,Delivered,Web
8361,1638,2023-10-18,UPI,Delivered,App
8362,432,2023-09-04,UPI,Delivered,Web
8363,1132,2024-04-11,Wallet,Delivered,App
8364,1057,2025-11-07,COD,Delivered,Web
8365,1203,2025-01-07,COD,Delivered,App
8366,1617,2022-01-02,COD,Delivered,Web
8367,1528,2024-04-21,UPI,Cancelled,Web
8368,1334,2022-02-03,UPI,Cancelled,App
8369,1278,2023-01-21,COD,Delivered,App
8370,736,2022-07-06,UPI,Delivered,Web
8371,717,2025-03-02,UPI,Returned,Web
8372,1506,2023-06-16,COD,Delivered,Web
8373,518,2025-12-28,UPI,Cancelled,Web
8374,520,2022-03-18,UPI,Delivered,Web
8375,162,2023-11-05,COD,Delivered,Web
8376,384,2022-12-18,COD,Delivered,Web
8377,1984,2025-10-18,COD,Delivered,Web
8378,697,2025-05-22,Wallet,Delivered,App
8379,88,2025-06-14,Wallet,Delivered,App
8380,1002,2023-10-09,Wallet,Delivered,App
8381,259,2024-12-19,COD,Delivered,Web
8382,1871,2023-01-11,COD,Delivered,App
8383,1831,2024-12-10,COD,Delivered,App
8384,270,2025-06-23,COD,Delivered,App
8385,462,2023-12-09,UPI,Delivered,App
8386,871,2024-11-17,UPI,Delivered,Web
8387,773,2024-09-28,Wallet,Delivered,Web
8388,1856,2022-06-15,COD,Delivered,Web
8389,10,2024-06-13,COD,Delivered,App
8390,1611,2024-12-07,COD,Delivered,Web
8391,30,2025-07-12,UPI,Delivered,Web
8392,1312,2023-08-09,COD,Delivered,App
8393,1603,2025-09-11,Wallet,Delivered,Web
8394,128,2022-09-01,UPI,Delivered,Web
8395,1669,2025-08-20,UPI,Delivered,Web
8396,383,2024-03-11,UPI,Returned,Web
8397,1438,2023-04-04,COD,Cancelled,App
8398,125,2022-11-08,COD,Delivered,Web
8399,1846,2022-09-04,COD,Delivered,Web
8400,1135,2023-09-14,Wallet,Delivered,App
8401,1709,2025-05-17,Wallet,Delivered,Web
8402,1867,2025-04-04,COD,Delivered,App
8403,629,2023-01-12,Wallet,Delivered,Web
8404,1547,2025-06-11,UPI,Delivered,Web
8405,1842,2024-06-10,COD,Delivered,Web
8406,710,2025-12-21,UPI,Delivered,Web
8407,1479,2024-04-28,COD,Delivered,Web
8408,1021,2023-09-22,Wallet,Delivered,App
8409,463,2025-11-26,Wallet,Delivered,App
8410,1121,2022-12-26,Wallet,Delivered,Web
8411,807,2022-11-09,COD,Delivered,Web
8412,1217,2022-05-08,COD,Delivered,App
8413,1756,2024-01-10,COD,Delivered,App
8414,1817,2025-12-17,Wallet,Delivered,Web
8415,1862,2025-08-27,COD,Delivered,Web
8416,1183,2025-05-14,Wallet,Delivered,App
8417,982,2023-12-04,UPI,Delivered,Web
8418,1671,2024-04-26,UPI,Delivered,Web
8419,1910,2022-08-27,COD,Cancelled,App
8420,327,2024-09-05,UPI,Delivered,Web
8421,357,2023-01-16,Wallet,Delivered,App
8422,1362,2024-10-14,COD,Delivered,App
8423,1806,2024-12-03,UPI,Delivered,Web
8424,1364,2024-08-27,UPI,Returned,Web
8425,529,2022-05-17,UPI,Cancelled,App
8426,1932,2024-03-28,Wallet,Delivered,Web
8427,1673,2025-07-26,Wallet,Returned,Web
8428,499,2024-11-22,Wallet,Delivered,Web
8429,1462,2024-01-25,COD,Cancelled,Web
8430,854,2022-08-04,Wallet,Returned,Web
8431,1276,2023-12-26,UPI,Delivered,App
8432,1154,2024-10-19,Wallet,Returned,App
8433,1431,2022-12-04,UPI,Delivered,App
8434,1192,2022-02-17,COD,Returned,App
8435,1289,2022-08-13,UPI,Delivered,Web
8436,481,2024-06-20,COD,Delivered,App
8437,1266,2024-09-16,UPI,Delivered,Web
8438,1245,2023-02-03,Wallet,Delivered,Web
8439,246,2024-03-28,COD,Delivered,Web
8440,186,2024-07-08,COD,Delivered,App
8441,1329,2023-01-11,Wallet,Returned,Web
8442,513,2023-04-22,UPI,Delivered,App
8443,1151,2022-11-04,COD,Delivered,Web
8444,207,2024-11-12,Wallet,Delivered,Web
8445,1341,2023-12-24,COD,Delivered,App
8446,1147,2022-11-22,Wallet,Delivered,Web
8447,119,2023-06-20,Wallet,Delivered,App
8448,1896,2025-10-17,COD,Cancelled,Web
8449,417,2025-03-23,UPI,Returned,App
8450,1035,2025-11-14,Wallet,Delivered,App
8451,73,2023-03-16,Wallet,Delivered,App
8452,1745,2025-09-28,UPI,Delivered,Web
8453,1151,2024-11-18,Wallet,Delivered,Web
8454,309,2025-10-04,Wallet,Delivered,Web
8455,1384,2022-03-07,Wallet,Cancelled,Web
8456,1922,2022-12-25,Wallet,Delivered,App
8457,331,2022-11-02,UPI,Delivered,App
8458,369,2023-06-10,Wallet,Delivered,App
8459,968,2023-04-23,Wallet,Delivered,Web
8460,1274,2025-03-16,UPI,Delivered,App
8461,126,2024-10-10,Wallet,Returned,App
8462,483,2023-04-21,COD,Delivered,Web
8463,1463,2023-10-03,Wallet,Delivered,App
8464,522,2025-01-14,Wallet,Returned,Web
8465,1647,2025-05-10,Wallet,Delivered,Web
8466,1732,2024-08-20,UPI,Delivered,App
8467,1318,2024-05-11,Wallet,Cancelled,Web
8468,1793,2024-06-01,COD,Delivered,Web
8469,854,2022-11-19,Wallet,Delivered,App
8470,916,2024-12-25,COD,Delivered,Web
8471,349,2023-10-18,COD,Delivered,Web
8472,1846,2023-08-10,COD,Delivered,Web
8473,1107,2023-12-25,UPI,Delivered,Web
8474,447,2022-05-22,COD,Delivered,Web
8475,862,2022-02-22,COD,Delivered,App
8476,890,2023-09-08,UPI,Delivered,App
8477,1560,2025-03-24,COD,Delivered,Web
8478,1907,2025-10-01,UPI,Delivered,Web
8479,1443,2022-07-23,Wallet,Delivered,App
8480,1928,2025-08-18,COD,Returned,Web
8481,1779,2022-11-26,UPI,Delivered,Web
8482,684,2024-04-01,COD,Delivered,Web
8483,1800,2025-07-07,Wallet,Delivered,App
8484,794,2022-08-24,COD,Delivered,Web
8485,1888,2025-10-06,COD,Cancelled,App
8486,725,2025-10-12,Wallet,Returned,App
8487,1983,2023-01-03,UPI,Delivered,App
8488,479,2025-12-18,COD,Cancelled,App
8489,794,2023-10-09,COD,Cancelled,Web
8490,1712,2022-05-17,COD,Delivered,Web
8491,1204,2022-08-07,UPI,Delivered,App
8492,19,2023-12-23,COD,Delivered,App
8493,1111,2025-11-19,Wallet,Delivered,Web
8494,272,2024-03-04,Wallet,Returned,Web
8495,194,2022-10-26,UPI,Delivered,Web
8496,643,2022-02-25,Wallet,Delivered,Web
8497,919,2025-12-03,COD,Delivered,Web
8498,70,2023-10-11,COD,Delivered,App
8499,459,2024-07-18,UPI,Delivered,App
8500,1606,2025-02-08,Wallet,Delivered,Web
8501,389,2023-07-17,COD,Cancelled,Web
8502,1848,2024-09-24,Wallet,Delivered,App
8503,1512,2022-07-28,Wallet,Delivered,App
8504,99,2025-10-10,UPI,Delivered,App
8505,1020,2023-03-25,UPI,Delivered,App
8506,161,2022-11-23,COD,Delivered,Web
8507,1531,2024-08-10,UPI,Delivered,App
8508,1611,2025-07-05,UPI,Cancelled,App
8509,38,2022-11-14,UPI,Delivered,App
8510,337,2022-12-20,UPI,Cancelled,App
8511,224,2023-12-13,UPI,Delivered,App
8512,745,2022-08-08,COD,Delivered,Web
8513,1963,2022-01-19,Wallet,Delivered,Web
8514,1419,2022-09-23,Wallet,Cancelled,Web
8515,583,2024-10-21,Wallet,Delivered,Web
8516,851,2022-09-18,UPI,Delivered,Web
8517,279,2025-07-10,COD,Delivered,App
8518,881,2023-12-02,COD,Cancelled,Web
8519,1714,2023-01-19,UPI,Delivered,App
8520,1241,2025-01-26,UPI,Delivered,App
8521,455,2025-09-10,Wallet,Returned,App
8522,1365,2025-07-09,Wallet,Delivered,Web
8523,606,2023-09-10,Wallet,Delivered,Web
8524,475,2024-05-28,COD,Delivered,App
8525,1542,2025-08-12,Wallet,Delivered,App
8526,829,2025-09-16,COD,Delivered,App
8527,1406,2023-12-09,UPI,Delivered,App
8528,1465,2023-07-08,UPI,Delivered,App
8529,911,2024-03-17,Wallet,Returned,App
8530,282,2024-06-14,COD,Delivered,App
8531,1113,2023-02-02,Wallet,Cancelled,Web
8532,248,2022-12-02,COD,Delivered,App
8533,1648,2023-10-21,COD,Returned,App
8534,1865,2024-07-11,UPI,Delivered,Web
8535,374,2022-06-24,Wallet,Delivered,App
8536,1155,2023-07-27,Wallet,Delivered,App
8537,352,2025-12-14,Wallet,Delivered,App
8538,1443,2022-02-13,UPI,Delivered,App
8539,179,2022-04-06,Wallet,Delivered,App
8540,1937,2023-09-14,UPI,Delivered,Web
8541,1914,2023-07-07,Wallet,Delivered,Web
8542,275,2025-04-16,Wallet,Delivered,Web
8543,1887,2023-04-17,UPI,Cancelled,Web
8544,49,2024-12-09,Wallet,Delivered,App
8545,370,2025-12-16,COD,Delivered,Web
8546,562,2022-09-10,COD,Delivered,Web
8547,4,2022-11-06,Wallet,Delivered,App
8548,1684,2024-05-10,UPI,Cancelled,App
8549,268,2025-08-21,COD,Delivered,Web
8550,1427,2025-12-08,Wallet,Delivered,Web
8551,354,2025-11-12,UPI,Delivered,App
8552,80,2022-07-02,COD,Delivered,Web
8553,1155,2023-09-28,COD,Delivered,Web
8554,1875,2022-12-28,Wallet,Delivered,Web
8555,1884,2025-11-07,UPI,Delivered,Web
8556,229,2025-03-12,UPI,Cancelled,Web
8557,1393,2022-10-03,COD,Delivered,App
8558,1972,2024-10-26,UPI,Cancelled,Web
8559,418,2024-03-26,UPI,Delivered,App
8560,1274,2025-11-20,COD,Delivered,Web
8561,1342,2023-06-12,UPI,Cancelled,Web
8562,792,2024-05-12,COD,Delivered,Web
